,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
6832,5704,0.0742,0.0219,0.2228,2.291714,0.510705,1423.38,PSMC4,"proteasome 26S subunit, ATPase 4"
6834,79866,0.0743,0.022,0.2623,-2.291092,-0.6010125,250.3,BORA,BORA aurora kinase A activator
6835,54996,0.0743,0.022,0.4204,-2.29074,-0.9630411,958.86,MTARC2,mitochondrial amidoxime reducing component 2
6837,4856,0.0743,0.022,0.6062,-2.29081,-1.3886713,767.17,CCN3,cellular communication network factor 3
6839,26768,0.0745,0.022,0.2558,2.289916,0.5857239,423.76,SNORA73B,"small nucleolar RNA, H/ACA box 73B"
6840,4173,0.0745,0.022,0.4547,2.289716,1.0411899,1187.14,MCM4,minichromosome maintenance complex component 4
6841,100189589,0.0745,0.022,0.4467,2.289627,1.0227923,46.6,DCTN1-AS1,DCTN1 antisense RNA 1
6842,482,0.0745,0.022,0.4521,-2.289561,-1.035134,53.13,ATP1B2,ATPase Na+/K+ transporting subunit beta 2
6844,7277,0.0745,0.0221,0.4963,2.2891,1.1360328,833.88,TUBA4A,tubulin alpha 4a
6847,83538,0.0745,0.0221,0.3288,-2.289251,-0.7527751,113.82,ODAD4,outer dynein arm docking complex subunit 4
6848,20,0.0745,0.0221,0.3153,2.289006,0.7216213,2958.22,ABCA2,ATP binding cassette subfamily A member 2
6852,105369632,0.0749,0.0222,0.4442,-2.287063,-1.0159882,20.47,LOC105369632,uncharacterized LOC105369632
6853,3383,0.0749,0.0222,0.7009,2.286997,1.6029518,2938.21,ICAM1,intercellular adhesion molecule 1
6855,105374985,0.0751,0.0223,0.4262,-2.285756,-0.9741935,94.22,LOC105374985,
6857,106144538,0.0751,0.0223,0.4209,2.285609,0.9619782,22.67,KCNK15-AS1,KCNK15 and WISP2 antisense RNA 1
6858,400569,0.0752,0.0223,0.2434,2.285279,0.5562298,145.68,MED11,mediator complex subunit 11
6859,107985253,0.0753,0.0223,0.68,-2.284697,-1.5536826,21.49,LOC107985253,uncharacterized LOC107985253
6860,101928140,0.0754,0.0224,0.2959,2.284149,0.6759768,204.31,PTPRK-AS1,PTPRK antisense RNA 1
6862,285596,0.0756,0.0224,0.5476,2.282699,1.2498979,210.25,FAM153A,family with sequence similarity 153 member A
6864,105378550,0.0757,0.0225,0.6389,-2.282459,-1.4583312,18.06,LOC105378550,uncharacterized LOC105378550
6865,153572,0.0757,0.0225,1.0926,2.282256,2.4935951,131.93,IRX2,iroquois homeobox 2
6866,81537,0.0759,0.0225,0.3376,2.281108,0.7700993,767.94,SGPP1,sphingosine-1-phosphate phosphatase 1
6867,101927259,0.076,0.0226,0.6361,-2.280491,-1.4505916,21.0,LOC101927259,uncharacterized LOC101927259
6870,26509,0.0761,0.0226,0.3751,2.279908,0.8552288,8284.33,MYOF,myoferlin
6871,7048,0.0762,0.0226,0.3387,-2.279568,-0.7721471,7236.75,TGFBR2,transforming growth factor beta receptor 2
6872,105378816,0.0762,0.0226,0.5154,-2.27947,-1.174932,103.76,LOC105378816,uncharacterized LOC105378816
6873,5028,0.0762,0.0226,0.333,-2.279321,-0.7589381,137.08,P2RY1,purinergic receptor P2Y1
6874,6234,0.0762,0.0227,0.4677,2.279271,1.0659753,1451.27,RPS28,ribosomal protein S28
6876,10517,0.0765,0.0227,0.4116,-2.277783,-0.9374636,54.67,FBXW10,F-box and WD repeat domain containing 10
6877,100526835,0.0765,0.0228,0.2546,-2.27723,-0.5797141,206.85,FPGT-TNNI3K,FPGT-TNNI3K readthrough
6878,102724965,0.0765,0.0228,0.2471,-2.277171,-0.562642,81.74,LOC102724965,uncharacterized LOC102724965
6880,5093,0.0766,0.0228,0.2393,2.276747,0.5447865,3441.99,PCBP1,poly(rC) binding protein 1
6881,4212,0.0767,0.0228,0.5322,-2.276151,-1.2114233,242.85,MEIS2,Meis homeobox 2
6882,4312,0.0768,0.0229,1.2398,2.275886,2.8217459,21.62,MMP1,matrix metallopeptidase 1
6883,101928994,0.0768,0.0229,0.76,-2.275674,-1.7294499,24.44,LOC101928994,uncharacterized LOC101928994
6884,101928462,0.0768,0.0229,0.3524,-2.275637,-0.8019415,1591.65,LOC101928462,uncharacterized LOC101928462
6885,105374454,0.077,0.0229,0.4576,-2.274692,-1.0410111,81.56,RASGRP3-AS1,RASGRP3 antisense RNA 1
6889,125988,0.0771,0.023,0.2792,2.273839,0.6348732,149.75,MICOS13,mitochondrial contact site and cristae organizing system subunit 13
6890,205,0.0771,0.023,0.3519,2.27377,0.8000386,589.18,AK4,adenylate kinase 4
6893,55337,0.0772,0.023,0.301,2.273013,0.6841981,458.14,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting
6894,112267958,0.0772,0.023,0.2874,2.272813,0.6532451,99.49,KLC4-AS1,KLC4 antisense RNA 1
6895,143662,0.0772,0.023,0.4854,2.272864,1.1032643,4586.05,MUC15,"mucin 15, cell surface associated"
6898,105369304,0.0773,0.0231,0.5904,-2.272315,-1.3414783,14.63,LOC105369304,uncharacterized LOC105369304
6899,26128,0.0774,0.0231,0.2268,2.272044,0.5153736,1222.67,KIFBP,kinesin family binding protein
6900,105376951,0.0774,0.0231,0.999,2.271736,2.2693773,14.02,LOC105376951,uncharacterized LOC105376951
6901,107986185,0.0774,0.0231,0.4218,-2.271771,-0.9582299,19.69,LOC107986185,uncharacterized LOC107986185
6902,107986015,0.0774,0.0231,0.451,-2.271539,-1.024573,219.82,LOC107986015,uncharacterized LOC107986015
6904,80336,0.0775,0.0231,0.2344,2.271186,0.5323737,851.55,PABPC1L,poly(A) binding protein cytoplasmic 1 like
6905,7113,0.0775,0.0231,0.4599,2.271072,1.0445464,864.24,TMPRSS2,transmembrane serine protease 2
6906,55,0.0775,0.0231,0.5093,2.270999,1.1567335,149.81,ACP3,acid phosphatase 3
6908,5507,0.0775,0.0232,0.383,-2.270834,-0.8696199,183.78,PPP1R3C,protein phosphatase 1 regulatory subunit 3C
6909,25949,0.0776,0.0232,0.2245,2.270081,0.5096012,535.54,SYF2,SYF2 pre-mRNA splicing factor
6910,100302141,0.0776,0.0232,0.4823,2.269949,1.0948526,12.48,MIR1913,microRNA 1913
6915,4696,0.0778,0.0233,0.3519,2.268984,0.7984194,98.86,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3
6916,29098,0.0778,0.0233,0.2352,2.268831,0.5336339,107.51,RANGRF,RAN guanine nucleotide release factor
6917,105371586,0.0779,0.0233,0.4016,-2.268394,-0.911023,62.84,FAM78B-AS1,FAM78B antisense RNA 1
6920,9899,0.0779,0.0233,0.937,-2.268038,-2.1251494,119.81,SV2B,synaptic vesicle glycoprotein 2B
6921,59271,0.0779,0.0233,0.2389,2.267926,0.5418742,783.17,EVA1C,eva-1 homolog C
6923,283229,0.078,0.0234,0.2702,2.267652,0.6126822,121.78,CRACR2B,calcium release activated channel regulator 2B
6925,162681,0.0781,0.0234,0.4007,-2.26675,-0.908313,140.9,C18orf54,chromosome 18 open reading frame 54
6926,100847010,0.0782,0.0234,0.3701,2.266616,0.8387919,64.3,MIR5581,microRNA 5581
6927,100506681,0.0782,0.0234,0.3527,-2.266171,-0.7991776,42.88,JARID2-AS1,JARID2 antisense RNA 1
6930,101929388,0.0783,0.0235,0.493,-2.265481,-1.1167737,22.16,LOC101929388,uncharacterized LOC101929388
6931,116842,0.0784,0.0235,0.3008,-2.265215,-0.6813133,67.62,LEAP2,liver enriched antimicrobial peptide 2
6932,664618,0.0784,0.0235,0.2966,-2.265093,-0.6718306,111.84,HSP90AB4P,"heat shock protein 90 alpha family class B member 4, pseudogene"
6934,378707,0.0784,0.0235,0.3894,2.264885,0.8820501,16471.13,RN7SL3,RNA component of signal recognition particle 7SL3
6935,81620,0.0785,0.0235,0.4959,2.264527,1.1229248,119.06,CDT1,chromatin licensing and DNA replication factor 1
6937,9556,0.0786,0.0236,0.2338,2.263903,0.5293033,991.41,ATP5MJ,ATP synthase membrane subunit j
6940,441009,0.0786,0.0236,0.3973,-2.263371,-0.8991598,30.03,CPEB2-DT,CPEB2 divergent transcript
6942,100189399,0.0786,0.0236,0.9393,-2.263507,-2.1260812,25.77,TRK-CTT2-2,tRNA-Lys (anticodon CTT) 2-2
6943,102724660,0.0786,0.0236,0.3176,-2.263408,-0.7187955,48.21,HILPDA-AS1,HILPDA antisense RNA 1
6944,4010,0.0786,0.0236,1.1385,-2.263605,-2.5771657,11.53,LMX1B,LIM homeobox transcription factor 1 beta
6945,105378513,0.0786,0.0236,0.3688,2.263704,0.8347941,98.31,LOC105378513,uncharacterized LOC105378513
6946,79056,0.0786,0.0236,0.3433,2.263754,0.7771472,943.98,PRRG4,proline rich and Gla domain 4
6947,246330,0.0788,0.0237,0.2582,2.262184,0.584191,312.5,PELI3,pellino E3 ubiquitin protein ligase family member 3
6948,2319,0.0789,0.0237,0.2439,2.261788,0.5515786,2832.57,FLOT2,flotillin 2
6950,101448202,0.0791,0.0238,0.6858,2.260652,1.5502783,54.43,LOC101448202,uncharacterized LOC101448202
6951,105376736,0.0792,0.0238,0.331,2.260278,0.748132,36.92,EXOSC10-AS1,EXOSC10 antisense RNA 1
6952,113177,0.0792,0.0238,0.4472,-2.260189,-1.0108589,25.66,IZUMO4,IZUMO family member 4
6953,8736,0.0792,0.0238,0.4815,-2.260071,-1.0882649,248.17,MYOM1,myomesin 1
6954,283927,0.0792,0.0238,0.2446,-2.259709,-0.5527011,176.11,NUDT7,nudix hydrolase 7
6956,6048,0.0793,0.0239,0.2216,2.259418,0.5007095,877.58,RNF5,ring finger protein 5
6957,25800,0.0793,0.0239,0.2605,2.259355,0.5886256,3292.43,SLC39A6,solute carrier family 39 member 6
6958,1361,0.0793,0.0239,0.4857,-2.259248,-1.0972591,22.44,CPB2,carboxypeptidase B2
6959,283440,0.0793,0.0239,0.2639,-2.259157,-0.5961245,110.52,ITFG2-AS1,ITFG2 antisense RNA 1
6960,57213,0.0794,0.0239,0.311,2.258912,0.7024115,338.21,SPRYD7,SPRY domain containing 7
6962,8515,0.0796,0.024,0.3098,-2.257753,-0.6993974,175.06,ITGA10,integrin subunit alpha 10
6964,100128340,0.0796,0.024,0.4626,-2.257473,-1.0443308,87.75,LOC100128340,uncharacterized LOC100128340
6965,55184,0.0796,0.024,0.3446,-2.257369,-0.7778674,469.64,DZANK1,double zinc ribbon and ankyrin repeat domains 1
6966,160287,0.0796,0.024,0.4097,-2.257311,-0.9248817,81.18,LDHAL6A,lactate dehydrogenase A like 6A
6970,57530,0.0797,0.024,0.4607,2.256614,1.0395922,839.16,CGN,cingulin
6971,57572,0.0797,0.024,0.2451,2.256489,0.55307,1949.15,DOCK6,dedicator of cytokinesis 6
6973,160140,0.0798,0.0241,0.3108,-2.256117,-0.7012154,483.99,C11orf65,chromosome 11 open reading frame 65
6974,105375740,0.0798,0.0241,0.3811,-2.255816,-0.8596708,74.42,LOC105375740,uncharacterized LOC105375740
6975,158062,0.08,0.0241,0.576,-2.254814,-1.2988567,21.27,LCN6,lipocalin 6
6977,1155,0.0801,0.0242,0.2857,2.254565,0.6441451,430.7,TBCB,tubulin folding cofactor B
6978,246176,0.0801,0.0242,0.7104,2.254448,1.6014474,15.72,GAS2L2,growth arrest specific 2 like 2
6982,100008589,0.0802,0.0242,0.3087,2.253802,0.6957957,502.6,RNA28SN5,"RNA, 28S ribosomal N5"
6984,103689912,0.0802,0.0242,0.6966,-2.253734,-1.5698741,35.6,TBX2-AS1,TBX2 antisense RNA 1
6985,107986246,0.0802,0.0242,0.3811,-2.25347,-0.8587856,107.64,LOC107986246,uncharacterized LOC107986246
6986,102465538,0.0802,0.0243,0.7934,-2.253031,-1.7874455,14.74,MIR6892,microRNA 6892
6987,23484,0.0802,0.0242,0.2615,2.253153,0.5891056,1622.11,LEPROTL1,leptin receptor overlapping transcript like 1
6988,101927445,0.0802,0.0243,0.3236,-2.253121,-0.7291283,77.83,LOC101927445,uncharacterized LOC101927445
6990,2898,0.0802,0.0243,0.7656,-2.252966,-1.7249479,316.69,GRIK2,glutamate ionotropic receptor kainate type subunit 2
6991,90271,0.0803,0.0243,0.4911,2.252781,1.1062671,57.58,OLMALINC,oligodendrocyte maturation-associated long intergenic non-coding RNA
6992,107987071,0.0803,0.0243,0.8863,2.25247,1.9963295,15.8,LOC107987071,uncharacterized LOC107987071
6993,107985305,0.0803,0.0243,0.7025,-2.25245,-1.5823154,15.64,CEACAM16-AS1,"CEACAM16, CEACAM19 and PVR antisense RNA 1"
6995,107986522,0.0804,0.0243,0.3423,-2.25203,-0.7708331,43.03,LOC107986522,uncharacterized LOC107986522
6996,107986998,0.0805,0.0244,0.2746,-2.251511,-0.6183593,57.41,LOC107986998,
6999,84189,0.0806,0.0244,0.8844,-2.25065,-1.9904823,25.42,SLITRK6,SLIT and NTRK like family member 6
7002,100885777,0.0807,0.0244,0.3036,-2.250112,-0.683108,164.64,PCCA-AS1,PCCA antisense RNA 1
7003,928,0.0807,0.0244,0.2806,2.250033,0.6313358,8548.71,CD9,CD9 molecule
7005,105370832,0.0809,0.0245,0.6322,-2.249231,-1.421995,14.86,LOC105370832,uncharacterized LOC105370832
7006,107985678,0.0809,0.0245,0.4619,-2.24876,-1.0386186,500.51,LOC107985678,
7007,285525,0.0809,0.0245,0.4935,-2.248676,-1.1096752,20.44,YIPF7,Yip1 domain family member 7
7008,22998,0.081,0.0246,0.2677,-2.248134,-0.6019152,5743.55,LIMCH1,LIM and calponin homology domains 1
7009,100134938,0.081,0.0246,0.369,2.248105,0.829611,709.21,UPK3BL1,uroplakin 3B like 1
7011,344905,0.0811,0.0246,0.3859,-2.24766,-0.867291,97.22,ATP13A5,ATPase 13A5
7014,256710,0.0811,0.0246,0.3684,-2.247516,-0.8279585,132.92,GLIPR1L1,GLIPR1 like 1
7015,10875,0.0812,0.0246,0.5654,-2.246928,-1.2704995,2072.66,FGL2,fibrinogen like 2
7016,441072,0.0812,0.0246,0.5093,-2.246852,-1.1443971,22.8,IL6ST-DT,IL6ST divergent transcript
7017,100093630,0.0813,0.0247,0.3058,2.246278,0.6868472,1342.81,SNHG8,small nucleolar RNA host gene 8
7019,112268277,0.0813,0.0247,0.4,-2.246213,-0.8985632,614.0,LOC112268277,replaced by ID 64754
7020,6165,0.0814,0.0247,0.2321,2.246024,0.5212864,1302.03,RPL35A,ribosomal protein L35a
7021,283248,0.0814,0.0247,0.4895,-2.245962,-1.0993161,17.08,RCOR2,REST corepressor 2
7024,643854,0.0814,0.0247,0.3048,-2.245388,-0.6844382,128.98,CTAGE9,CTAGE family member 9
7025,114818278,0.0814,0.0247,0.3436,2.245382,0.7715624,26.55,ZNF71-SMIM17,ZNF71-SMIM17 readthrough (NMD candidate)
7027,1579,0.0815,0.0248,0.7304,2.24477,1.6395276,57.91,CYP4A11,cytochrome P450 family 4 subfamily A member 11
7028,2624,0.0815,0.0248,0.3259,-2.244897,-0.731712,75.62,GATA2,GATA binding protein 2
7029,377841,0.0815,0.0248,0.496,2.244768,1.1134111,35.89,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8
7030,693201,0.0815,0.0248,0.496,-2.24486,-1.1134716,48.97,MIR616,microRNA 616
7031,79667,0.0816,0.0248,0.3756,-2.244363,-0.8428869,326.8,KLF3-AS1,KLF3 antisense RNA 1
7033,101927655,0.0817,0.0249,0.2662,2.243553,0.5971592,86.16,ZASP,
7036,26986,0.0818,0.0249,0.2856,2.242959,0.6405487,15607.9,PABPC1,poly(A) binding protein cytoplasmic 1
7037,6598,0.0819,0.0249,0.2902,2.242727,0.6509147,1392.67,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
7040,7955,0.0819,0.0249,0.397,-2.242566,-0.8902941,252.55,RNF217-AS1,RNF217 antisense RNA 1 (head to head)
7042,114800,0.0819,0.0249,0.3561,-2.242209,-0.7983429,589.58,CCDC85A,coiled-coil domain containing 85A
7044,100126321,0.0819,0.025,0.394,2.242006,0.8833168,70.99,MIR922,microRNA 922
7045,136227,0.0819,0.025,0.7272,2.241961,1.630385,12.71,COL26A1,collagen type XXVI alpha 1 chain
7047,6232,0.082,0.025,0.3174,2.241602,0.7115717,1298.17,RPS27,ribosomal protein S27
7048,93650,0.082,0.025,0.4158,-2.241526,-0.9321323,49.83,ACP4,acid phosphatase 4
7049,105371711,0.082,0.025,0.3883,-2.24114,-0.8702773,57.46,LOC105371711,uncharacterized LOC105371711
7051,101929201,0.0822,0.0251,0.4581,-2.240441,-1.026257,101.88,LOC101929201,uncharacterized LOC101929201
7054,100302143,0.0824,0.0251,0.2865,-2.23942,-0.6415134,44.52,MIR1248,microRNA 1248
7056,2788,0.0825,0.0252,0.2873,-2.238635,-0.6431227,271.59,GNG7,G protein subunit gamma 7
7057,246721,0.0825,0.0252,0.323,2.238495,0.723114,814.36,POLR2J2,RNA polymerase II subunit J2
7058,25972,0.0826,0.0252,0.2235,2.23802,0.5001013,1739.92,UNC50,unc-50 inner nuclear membrane RNA binding protein
7060,83756,0.0827,0.0253,0.4142,2.237409,0.9267195,115.82,TAS1R3,taste 1 receptor member 3
7062,105371419,0.0829,0.0253,0.682,-2.236353,-1.5251507,26.05,LOC105371419,
7064,6925,0.0829,0.0253,0.4416,-2.236104,-0.9873918,4103.9,TCF4,transcription factor 4
7065,84657,0.083,0.0254,0.2794,-2.235822,-0.6247675,193.28,LINC00852,long intergenic non-protein coding RNA 852
7066,57801,0.083,0.0254,0.5243,2.235653,1.1721562,68.93,HES4,hes family bHLH transcription factor 4
7067,1326,0.0831,0.0254,0.4148,-2.235039,-0.9271504,1209.14,MAP3K8,mitogen-activated protein kinase kinase kinase 8
7071,168374,0.0832,0.0254,0.2393,-2.234587,-0.5347032,340.93,ZNF92,zinc finger protein 92
7072,90025,0.0832,0.0255,0.271,-2.234411,-0.6054601,505.94,UBE3D,ubiquitin protein ligase E3D
7073,677821,0.0832,0.0255,0.3876,2.234336,0.8659196,21.99,SNORA71E,"small nucleolar RNA, H/ACA box 71E"
7074,3185,0.0832,0.0255,0.256,2.234202,0.5718721,4408.73,HNRNPF,heterogeneous nuclear ribonucleoprotein F
7076,257169,0.0833,0.0255,0.4168,-2.23402,-0.9310604,36.54,C9orf43,chromosome 9 open reading frame 43
7078,105370751,0.0834,0.0255,0.8716,-2.233308,-1.9464772,17.51,LOC105370751,uncharacterized LOC105370751
7080,54869,0.0834,0.0255,0.3562,2.233298,0.7955101,866.56,EPS8L1,EPS8 like 1
7081,57336,0.0834,0.0255,0.2485,-2.233233,-0.5549091,451.02,ZNF287,zinc finger protein 287
7082,123264,0.0834,0.0255,0.4447,-2.233058,-0.9929537,23.26,SLC51B,solute carrier family 51 subunit beta
7083,107985599,0.0834,0.0256,0.4215,-2.232898,-0.9412193,490.91,LOC107985599,
7084,440590,0.0835,0.0256,0.3774,-2.23262,-0.8426121,459.05,ZYG11A,"zyg-11 family member A, cell cycle regulator"
7087,113218482,0.0835,0.0256,0.4022,2.232391,0.897778,1268.46,MIR9898,microRNA 9898
7089,80184,0.0835,0.0256,0.2997,-2.23217,-0.6689158,782.18,CEP290,centrosomal protein 290
7091,100128770,0.0837,0.0257,0.5498,2.231355,1.2269016,89.28,LOC100128770,uncharacterized LOC100128770
7093,646600,0.0838,0.0257,0.5735,2.230686,1.2792508,115.55,IGF2BP2-AS1,IGF2BP2 antisense RNA 1
7094,1806,0.0838,0.0257,0.2342,2.230579,0.5224449,2094.01,DPYD,dihydropyrimidine dehydrogenase
7095,55714,0.0838,0.0257,0.3642,-2.230387,-0.8122623,1882.33,TENM3,teneurin transmembrane protein 3
7096,79884,0.0839,0.0258,0.2743,-2.229916,-0.6115758,956.06,MAP9,microtubule associated protein 9
7097,101926975,0.0841,0.0258,0.4841,-2.229071,-1.0790036,60.97,LINC01844,long intergenic non-protein coding RNA 1844
7098,100422842,0.0841,0.0258,0.4566,2.229143,1.0178957,19.22,MIR3074,microRNA 3074
7099,140823,0.0841,0.0258,0.2717,2.229078,0.6056156,187.99,ROMO1,reactive oxygen species modulator 1
7100,55748,0.0841,0.0258,0.2264,2.228984,0.5045417,5756.57,CNDP2,carnosine dipeptidase 2
7101,100423004,0.0841,0.0258,0.2532,2.228752,0.5643113,94.59,MIR4315-1,microRNA 4315-1
7102,80731,0.0841,0.0258,0.468,-2.22864,-1.0431106,187.24,THSD7B,thrombospondin type 1 domain containing 7B
7103,339541,0.0841,0.0258,0.5635,-2.228576,-1.2559027,49.02,ARMH1,armadillo like helical domain containing 1
7104,65983,0.0842,0.0259,0.354,2.228324,0.7889214,6682.24,GRAMD2B,GRAM domain containing 2B
7106,152641,0.0843,0.0259,0.5184,-2.227211,-1.1545176,26.5,WWC2-AS2,WWC2 antisense RNA 2
7108,115749,0.0843,0.0259,0.5687,2.227165,1.26666,50.92,C12orf56,chromosome 12 open reading frame 56
7109,100505518,0.0843,0.0259,0.4938,-2.227209,-1.0997825,26.02,EDNRB-AS1,EDNRB antisense RNA 1
7110,107985209,0.0844,0.026,0.245,2.226867,0.5455546,78.0,ARHGEF2-AS2,ARHGEF2 antisense RNA 2
7111,124739,0.0844,0.026,0.3894,2.226743,0.8670774,152.51,USP43,ubiquitin specific peptidase 43
7112,154197,0.0844,0.026,0.7104,-2.226606,-1.5818483,19.98,PNLDC1,PARN like ribonuclease domain containing exonuclease 1
7113,8601,0.0844,0.026,0.4336,-2.226592,-0.9654924,53.77,RGS20,regulator of G protein signaling 20
7114,51146,0.0844,0.026,0.9255,-2.226496,-2.0607197,8.56,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
7117,741,0.0846,0.026,0.341,2.225561,0.7589656,100.86,ZNHIT2,zinc finger HIT-type containing 2
7119,2913,0.0847,0.0261,0.9054,-2.224878,-2.0144561,14.72,GRM3,glutamate metabotropic receptor 3
7120,55851,0.0847,0.0261,0.2339,2.224926,0.5204641,615.88,PSENEN,"presenilin enhancer, gamma-secretase subunit"
7122,27076,0.0847,0.0261,0.5276,2.224637,1.1738025,35.76,LYPD3,LY6/PLAUR domain containing 3
7123,107984014,0.0849,0.0262,2.0141,-2.223902,-4.4792701,96.09,LOC107984014,
7126,54539,0.085,0.0262,0.2433,2.223369,0.5409959,765.14,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
7128,285533,0.085,0.0262,0.6613,2.223087,1.4701488,25.98,RNF175,ring finger protein 175
7129,2949,0.085,0.0262,0.9549,-2.222975,-2.1227596,66.36,GSTM5,glutathione S-transferase mu 5
7130,147463,0.085,0.0262,0.9211,-2.222968,-2.0475184,165.35,ANKRD29,ankyrin repeat domain 29
7132,349136,0.085,0.0262,0.3224,2.22278,0.7165735,1747.81,WDR86,WD repeat domain 86
7133,4940,0.0851,0.0262,0.6466,2.222562,1.4371123,2267.57,OAS3,2'-5'-oligoadenylate synthetase 3
7135,1632,0.0852,0.0263,0.2914,2.221764,0.6473894,1183.3,ECI1,enoyl-CoA delta isomerase 1
7136,80323,0.0852,0.0263,0.6215,-2.221806,-1.3808238,120.74,CCDC68,coiled-coil domain containing 68
7138,10578,0.0853,0.0263,0.7359,2.221194,1.6344688,101.77,GNLY,granulysin
7139,64410,0.0854,0.0264,0.3507,2.220782,0.7788725,201.06,KLHL25,kelch like family member 25
7140,30818,0.0855,0.0264,0.3969,-2.22018,-0.8811958,232.35,KCNIP3,potassium voltage-gated channel interacting protein 3
7141,22843,0.0856,0.0264,0.4552,-2.21983,-1.0103715,45.41,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent 1E"
7142,4649,0.0856,0.0264,0.2708,-2.219772,-0.6011294,6276.75,MYO9A,myosin IXA
7144,64759,0.0858,0.0265,0.3073,-2.218691,-0.6816994,6544.64,TNS3,tensin 3
7149,100874043,0.086,0.0266,0.6777,-2.21727,-1.5027023,12.7,TPRG1-AS1,TPRG1 antisense RNA 1
7151,9479,0.086,0.0266,0.3448,-2.217198,-0.7645668,245.25,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1
7152,105370596,0.086,0.0266,0.4305,-2.217207,-0.9545054,752.0,LOC105370596,replaced by ID 101928462
7153,146212,0.086,0.0266,0.5688,-2.217395,-1.2613239,13.82,KCTD19,potassium channel tetramerization domain containing 19
7154,51280,0.086,0.0266,0.324,-2.216957,-0.7183638,2315.15,GOLM1,golgi membrane protein 1
7155,10525,0.0861,0.0266,0.3545,-2.216773,-0.7858404,5356.22,HYOU1,hypoxia up-regulated 1
7157,101928230,0.0862,0.0267,0.3261,-2.216269,-0.7226386,210.04,LOC101928230,uncharacterized LOC101928230
7162,105379193,0.0862,0.0267,0.3133,2.215657,0.6940859,155.92,LOC105379193,uncharacterized LOC105379193
7164,10802,0.0863,0.0267,0.2261,2.215278,0.5008078,2677.35,SEC24A,"SEC24 homolog A, COPII coat complex component"
7165,150368,0.0863,0.0267,0.2434,2.215323,0.539288,173.95,PHETA2,PH domain containing endocytic trafficking adaptor 2
7166,80333,0.0863,0.0268,0.3181,-2.21506,-0.7045813,355.94,KCNIP4,potassium voltage-gated channel interacting protein 4
7167,105374749,0.0863,0.0268,0.3876,-2.215098,-0.8586719,46.59,C5orf34-AS1,C5orf34 antisense RNA 1
7168,84311,0.0863,0.0268,0.2757,2.214928,0.6107005,1037.11,MRPL45,mitochondrial ribosomal protein L45
7170,440119,0.0863,0.0268,0.6067,-2.214757,-1.3437108,45.88,FZD10-AS1,FZD10 antisense divergent transcript
7171,9289,0.0863,0.0268,0.4658,2.214681,1.0316391,4859.51,ADGRG1,adhesion G protein-coupled receptor G1
7173,5911,0.0864,0.0268,0.2811,2.214349,0.6224603,1749.66,RAP2A,"RAP2A, member of RAS oncogene family"
7175,112267876,0.0864,0.0268,0.8196,-2.21428,-1.8149191,70.11,LOC112267876,
7177,10413,0.0864,0.0268,0.2967,2.213849,0.6567413,7182.88,YAP1,Yes1 associated transcriptional regulator
7178,7126,0.0864,0.0268,0.2422,2.213888,0.5362247,1556.77,TNFAIP1,TNF alpha induced protein 1
7179,105371941,0.0864,0.0268,0.4961,-2.213865,-1.0981909,31.03,NARF-AS2,NARF antisense RNA 2
7181,105379263,0.0865,0.0269,0.2942,2.213464,0.6511793,50.9,LOC105379263,uncharacterized LOC105379263
7184,222235,0.0867,0.0269,0.3204,-2.212394,-0.7089021,799.5,FBXL13,F-box and leucine rich repeat protein 13
7185,23529,0.0867,0.0269,0.2972,2.212435,0.6575126,225.65,CLCF1,cardiotrophin like cytokine factor 1
7187,124936,0.0867,0.0269,0.2687,-2.212303,-0.5943645,485.03,CYB5D2,cytochrome b5 domain containing 2
7188,839,0.0868,0.027,0.2573,2.211888,0.5690272,382.75,CASP6,caspase 6
7189,148641,0.0868,0.027,0.7106,-2.211683,-1.5716812,53.99,SLC35F3,solute carrier family 35 member F3
7190,165055,0.0868,0.027,0.3676,-2.211563,-0.8128733,175.09,CCDC138,coiled-coil domain containing 138
7192,51172,0.0868,0.027,0.269,2.211361,0.5947534,233.47,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
7194,9172,0.0869,0.027,0.5052,-2.211062,-1.1170095,50.81,MYOM2,myomesin 2
7195,728715,0.0869,0.027,0.7071,-2.211084,-1.5634191,32.3,LOC728715,ovostatin homolog 2
7196,2841,0.0869,0.027,0.3875,-2.210918,-0.8566692,424.44,GPR18,G protein-coupled receptor 18
7197,105372760,0.0869,0.0271,1.2223,-2.210677,-2.702133,14.2,LOC105372760,uncharacterized LOC105372760
7198,105369946,0.0869,0.0271,1.1374,-2.210586,-2.514353,7.09,LOC105369946,uncharacterized LOC105369946
7201,3373,0.0871,0.0271,0.2734,-2.209403,-0.6040396,113.49,HYAL1,hyaluronidase 1
7202,6253,0.0871,0.0271,0.3535,2.209375,0.7810019,41.91,RTN2,reticulon 2
