ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216460_at	0.80463455	6.48e-01	-4.72e-01	-6.81983	-4.87e-02	LOC101927181	uncharacterized LOC101927181
207489_at	0.80463455	6.48e-01	4.72e-01	-6.81987	3.09e-02	RPS2P45	ribosomal protein S2 pseudogene 45
217152_at	0.80463455	6.48e-01	4.72e-01	-6.81988	3.19e-02		
221972_s_at	0.80470239	6.48e-01	-4.72e-01	-6.82	-4.33e-02	SDF4	stromal cell derived factor 4
203494_s_at	0.80470239	6.48e-01	-4.72e-01	-6.82002	-6.74e-02	CEP57	centrosomal protein 57
213361_at	0.80470239	6.48e-01	-4.72e-01	-6.82003	-7.30e-02	TDRD7	tudor domain containing 7
206408_at	0.80470239	6.48e-01	4.72e-01	-6.82004	3.72e-02	LRRTM2	leucine rich repeat transmembrane neuronal 2
213420_at	0.80470239	6.49e-01	4.72e-01	-6.82007	2.78e-02	DHX57	DEAH-box helicase 57
207928_s_at	0.80470239	6.49e-01	-4.72e-01	-6.82008	-3.23e-02	GLRA3	glycine receptor alpha 3
215462_at	0.80471802	6.49e-01	-4.72e-01	-6.82013	-3.26e-02	PLK3	polo like kinase 3
221873_at	0.80471802	6.49e-01	4.72e-01	-6.82014	3.33e-02	ZNF143	zinc finger protein 143
215606_s_at	0.8047358	6.49e-01	4.72e-01	-6.82019	3.71e-02	ERC1	ELKS/RAB6-interacting/CAST family member 1
220257_x_at	0.8047358	6.49e-01	-4.72e-01	-6.82021	-2.90e-02	NXF2B///NXF2	nuclear RNA export factor 2B///nuclear RNA export factor 2
206793_at	0.8047358	6.49e-01	4.72e-01	-6.82024	5.44e-02	PNMT	phenylethanolamine N-methyltransferase
217255_at	0.8047358	6.49e-01	4.72e-01	-6.82026	5.75e-02		
218872_at	0.80491337	6.49e-01	-4.71e-01	-6.82039	-1.70e-01	TESC	tescalcin
210769_at	0.80515592	6.49e-01	4.71e-01	-6.82061	4.64e-02	CNGB1	cyclic nucleotide gated channel beta 1
216503_s_at	0.80515592	6.49e-01	-4.71e-01	-6.82064	-3.38e-02	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
211389_x_at	0.80515592	6.49e-01	4.71e-01	-6.82065	2.94e-02	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1
204596_s_at	0.80515592	6.49e-01	-4.71e-01	-6.82067	-6.36e-02	STC1	stanniocalcin 1
214087_s_at	0.80515592	6.49e-01	-4.71e-01	-6.82067	-2.36e-02	MYBPC1	myosin binding protein C, slow type
217981_s_at	0.80517338	6.49e-01	-4.71e-01	-6.82071	-3.03e-02	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)
209839_at	0.80517426	6.49e-01	-4.71e-01	-6.82074	-2.77e-02	DNM3	dynamin 3
208780_x_at	0.80517426	6.49e-01	4.71e-01	-6.82076	3.29e-02	VAPA	VAMP associated protein A
212137_at	0.8052365	6.50e-01	4.70e-01	-6.82083	3.39e-02	LARP1	La ribonucleoprotein domain family member 1
219201_s_at	0.8052365	6.50e-01	4.70e-01	-6.82086	5.22e-02	TWSG1	twisted gastrulation BMP signaling modulator 1
207291_at	0.8052365	6.50e-01	4.70e-01	-6.82088	5.91e-02	PRRG4	proline rich and Gla domain 4
206195_x_at	0.80527904	6.50e-01	-4.70e-01	-6.821	-4.22e-02	GH2	growth hormone 2
207041_at	0.80527904	6.50e-01	4.70e-01	-6.82101	3.89e-02	MASP2	mannan binding lectin serine peptidase 2
219824_at	0.80527904	6.50e-01	4.70e-01	-6.82107	3.76e-02	SLC13A4	solute carrier family 13 member 4
215362_at	0.80527904	6.50e-01	4.70e-01	-6.82113	4.43e-02		
213609_s_at	0.80527904	6.50e-01	4.70e-01	-6.82113	3.78e-02	SEZ6L	seizure related 6 homolog like
79005_at	0.80527904	6.50e-01	-4.70e-01	-6.82114	-2.42e-02	SLC35E1	solute carrier family 35 member E1
205272_s_at	0.80527904	6.50e-01	4.70e-01	-6.82115	4.94e-02	PRH1-PRR4///PRH2///PRH1	PRH1-PRR4 readthrough///proline rich protein HaeIII subfamily 2///proline rich protein HaeIII subfamily 1
207352_s_at	0.80527904	6.50e-01	4.70e-01	-6.82115	4.35e-02	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
203331_s_at	0.80527904	6.50e-01	4.70e-01	-6.82116	6.69e-02	INPP5D	inositol polyphosphate-5-phosphatase D
208653_s_at	0.80527904	6.50e-01	4.70e-01	-6.82117	3.87e-02	CD164	CD164 molecule
205122_at	0.80536871	6.50e-01	-4.70e-01	-6.82125	-4.68e-02	MSANTD3-TMEFF1///TMEFF1	MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
219138_at	0.80537065	6.50e-01	-4.69e-01	-6.8213	-3.56e-02	RPL14	ribosomal protein L14
203768_s_at	0.80537065	6.50e-01	4.69e-01	-6.82131	4.96e-02	STS	steroid sulfatase (microsomal), isozyme S
220628_s_at	0.80543491	6.50e-01	4.69e-01	-6.82137	3.09e-02	SDK2	sidekick cell adhesion molecule 2
200047_s_at	0.80551601	6.50e-01	4.69e-01	-6.82144	3.25e-02	YY1	YY1 transcription factor
219420_s_at	0.80555612	6.50e-01	4.69e-01	-6.8215	4.66e-02	COA7	cytochrome c oxidase assembly factor 7 (putative)
209787_s_at	0.80559136	6.51e-01	-4.69e-01	-6.82154	-3.35e-02	HMGN4	high mobility group nucleosomal binding domain 4
218545_at	0.80570857	6.51e-01	4.69e-01	-6.82166	2.62e-02	CCDC91	coiled-coil domain containing 91
218892_at	0.80570857	6.51e-01	4.69e-01	-6.82167	5.16e-02	DCHS1	dachsous cadherin-related 1
209257_s_at	0.8058143	6.51e-01	4.69e-01	-6.82177	5.69e-02	SMC3	structural maintenance of chromosomes 3
208929_x_at	0.8058143	6.51e-01	-4.68e-01	-6.82181	-3.00e-02	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13
200792_at	0.8058143	6.51e-01	-4.68e-01	-6.82181	-2.30e-02	XRCC6	X-ray repair cross complementing 6
221623_at	0.80594569	6.51e-01	4.68e-01	-6.82191	2.98e-02	BCAN	brevican
221592_at	0.80597895	6.51e-01	4.68e-01	-6.82196	5.84e-02	TBC1D8	TBC1 domain family member 8
AFFX-CreX-5_at	0.80599898	6.51e-01	-4.68e-01	-6.822	-3.08e-02		
211202_s_at	0.80616052	6.51e-01	4.68e-01	-6.82212	4.16e-02	KDM5B	lysine demethylase 5B
220473_s_at	0.80616052	6.51e-01	-4.68e-01	-6.82215	-3.41e-02	ZCCHC4	zinc finger CCHC-type containing 4
215112_x_at	0.80616052	6.51e-01	4.68e-01	-6.82221	2.47e-02	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
221084_at	0.80616052	6.51e-01	-4.68e-01	-6.82222	-2.92e-02	HTR3B	5-hydroxytryptamine receptor 3B
211567_at	0.80616052	6.51e-01	-4.68e-01	-6.82223	-3.07e-02		
203730_s_at	0.80616052	6.51e-01	-4.68e-01	-6.82225	-3.61e-02	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
220781_at	0.80627189	6.52e-01	-4.67e-01	-6.82236	-4.12e-02	DEC1	deleted in esophageal cancer 1
208905_at	0.80627189	6.52e-01	4.67e-01	-6.82237	3.11e-02	CYCS	cytochrome c, somatic
210412_at	0.80627763	6.52e-01	-4.67e-01	-6.82242	-2.28e-02	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
200679_x_at	0.80627763	6.52e-01	-4.67e-01	-6.82243	-2.37e-02	HMGB1	high mobility group box 1
200699_at	0.80647956	6.52e-01	-4.67e-01	-6.82257	-6.26e-02	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
219729_at	0.80664328	6.52e-01	4.67e-01	-6.8227	9.20e-02	PRRX2	paired related homeobox 2
214996_at	0.80676424	6.52e-01	-4.66e-01	-6.82279	-2.42e-02		
215328_at	0.80678128	6.52e-01	4.66e-01	-6.82285	3.56e-02	EFR3B	EFR3 homolog B
204066_s_at	0.80678128	6.52e-01	-4.66e-01	-6.82288	-6.26e-02	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
220976_s_at	0.80678128	6.52e-01	4.66e-01	-6.8229	3.18e-02	KRTAP1-1	keratin associated protein 1-1
221785_at	0.80678128	6.52e-01	4.66e-01	-6.82291	4.30e-02	WIZ	widely interspaced zinc finger motifs
65133_i_at	0.8068046	6.52e-01	4.66e-01	-6.82296	2.75e-02	INO80B-WBP1///INO80B	INO80B-WBP1 readthrough (NMD candidate)///INO80 complex subunit B
222023_at	0.8068046	6.53e-01	-4.66e-01	-6.82298	-3.08e-02	AKAP13	A-kinase anchoring protein 13
201258_at	0.8068046	6.53e-01	-4.66e-01	-6.823	-3.94e-02	RPS16	ribosomal protein S16
209993_at	0.8068892	6.53e-01	-4.66e-01	-6.82308	-3.54e-02	ABCB1	ATP binding cassette subfamily B member 1
216244_at	0.80689641	6.53e-01	-4.66e-01	-6.82311	-4.91e-02	IL1RN	interleukin 1 receptor antagonist
212254_s_at	0.80701302	6.53e-01	4.66e-01	-6.82324	4.41e-02	DST	dystonin
216227_at	0.80701302	6.53e-01	4.66e-01	-6.82326	4.58e-02	LOC105379655	uncharacterized LOC105379655
38918_at	0.80701302	6.53e-01	-4.66e-01	-6.82328	-3.16e-02	SOX13	SRY-box 13
210907_s_at	0.80701302	6.53e-01	4.65e-01	-6.82329	3.23e-02	PDCD10	programmed cell death 10
AFFX-HUMRGE/M10098_M_at	0.80701302	6.53e-01	4.65e-01	-6.82333	6.87e-02		
207463_x_at	0.80701302	6.53e-01	-4.65e-01	-6.82337	-2.40e-02	PRSS3	protease, serine 3
218479_s_at	0.80701302	6.53e-01	4.65e-01	-6.82341	3.67e-02	XPO4	exportin 4
215740_at	0.80701302	6.53e-01	4.65e-01	-6.82347	4.58e-02	LOC100130741	uncharacterized LOC100130741
217855_x_at	0.80701302	6.53e-01	-4.65e-01	-6.82347	-3.60e-02	SDF4	stromal cell derived factor 4
220810_at	0.80701302	6.53e-01	-4.65e-01	-6.82347	-2.82e-02	CLCA3P	chloride channel accessory 3, pseudogene
209870_s_at	0.80701302	6.53e-01	4.65e-01	-6.82349	7.09e-02	APBA2	amyloid beta precursor protein binding family A member 2
208520_at	0.80701302	6.53e-01	4.65e-01	-6.82351	3.14e-02	OR10H3	olfactory receptor family 10 subfamily H member 3
221992_at	0.80701302	6.53e-01	4.65e-01	-6.82352	3.56e-02	NPIPB15	nuclear pore complex interacting protein family member B15
214657_s_at	0.80706774	6.53e-01	-4.65e-01	-6.82358	-1.35e-01	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
207490_at	0.80714498	6.53e-01	4.65e-01	-6.82365	3.37e-02	TUBA4B	tubulin alpha 4b
214190_x_at	0.80742437	6.54e-01	-4.64e-01	-6.82384	-3.83e-02	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
222381_at	0.80742581	6.54e-01	4.64e-01	-6.82387	3.51e-02		
214965_at	0.80743581	6.54e-01	4.64e-01	-6.8239	4.64e-02	SPATA2L	spermatogenesis associated 2 like
207152_at	0.80744235	6.54e-01	-4.64e-01	-6.82393	-2.59e-02	NTRK2	neurotrophic receptor tyrosine kinase 2
202661_at	0.80752428	6.54e-01	4.64e-01	-6.82401	2.60e-02	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
220676_at	0.80752428	6.54e-01	4.64e-01	-6.82405	4.37e-02	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
203327_at	0.80752428	6.54e-01	-4.64e-01	-6.82406	-4.11e-02	IDE	insulin degrading enzyme
220678_at	0.80755152	6.54e-01	-4.64e-01	-6.8241	-4.21e-02	FLJ20712	uncharacterized FLJ20712
213517_at	0.80756718	6.54e-01	-4.64e-01	-6.82416	-4.89e-02	PCBP2	poly(rC) binding protein 2
200619_at	0.80756718	6.54e-01	-4.64e-01	-6.82418	-2.40e-02	SF3B2	splicing factor 3b subunit 2
211724_x_at	0.80756718	6.54e-01	4.64e-01	-6.82421	2.50e-02	MIOS	meiosis regulator for oocyte development
215042_at	0.80756718	6.54e-01	4.64e-01	-6.82424	3.50e-02	BMP6	bone morphogenetic protein 6
216141_at	0.80756718	6.54e-01	-4.64e-01	-6.82426	-3.75e-02		
216427_at	0.80756718	6.54e-01	4.64e-01	-6.82427	3.29e-02	TMEM92-AS1	TMEM92 antisense RNA 1
205435_s_at	0.80756718	6.54e-01	-4.64e-01	-6.82429	-3.43e-02	AAK1	AP2 associated kinase 1
214795_at	0.80775756	6.55e-01	4.63e-01	-6.82444	2.64e-02	ZMYND8	zinc finger MYND-type containing 8
205699_at	0.80775756	6.55e-01	-4.63e-01	-6.82446	-2.27e-02	MAP2K6	mitogen-activated protein kinase kinase 6
204842_x_at	0.80782413	6.55e-01	-4.63e-01	-6.82454	-4.71e-02	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
204981_at	0.80782413	6.55e-01	4.63e-01	-6.82455	5.60e-02	SLC22A18	solute carrier family 22 member 18
204069_at	0.80796952	6.55e-01	4.63e-01	-6.82466	3.56e-02	MEIS1	Meis homeobox 1
207247_s_at	0.80841486	6.55e-01	4.62e-01	-6.82495	4.25e-02	ZFY///ZFX	zinc finger protein, Y-linked///zinc finger protein, X-linked
220334_at	0.80846426	6.55e-01	4.62e-01	-6.82503	5.80e-02	RGS17	regulator of G-protein signaling 17
213417_at	0.80846426	6.55e-01	4.62e-01	-6.82505	7.55e-02	TBX2	T-box 2
207912_s_at	0.80846426	6.55e-01	4.62e-01	-6.82506	4.32e-02	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
200691_s_at	0.80851732	6.55e-01	4.62e-01	-6.82511	3.37e-02	HSPA9	heat shock protein family A (Hsp70) member 9
209361_s_at	0.80856059	6.56e-01	-4.62e-01	-6.82516	-2.72e-02	PCBP4	poly(rC) binding protein 4
202129_s_at	0.80871453	6.56e-01	4.62e-01	-6.82529	5.10e-02	RIOK3	RIO kinase 3
218828_at	0.80871453	6.56e-01	4.61e-01	-6.82533	5.74e-02	TMEM256-PLSCR3///PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)///phospholipid scramblase 3
220001_at	0.80871453	6.56e-01	-4.61e-01	-6.82533	-3.49e-02	PADI4	peptidyl arginine deiminase 4
204964_s_at	0.80888184	6.56e-01	-4.61e-01	-6.82546	-8.36e-02	SSPN	sarcospan
207782_s_at	0.80893654	6.56e-01	4.61e-01	-6.82551	3.07e-02	PSEN1	presenilin 1
210806_at	0.80898166	6.56e-01	4.61e-01	-6.82557	2.09e-02	TTLL5	tubulin tyrosine ligase like 5
217706_at	0.8090527	6.56e-01	4.61e-01	-6.82563	4.87e-02		
209598_at	0.80906503	6.56e-01	-4.61e-01	-6.82567	-4.00e-02	PNMA2	paraneoplastic Ma antigen 2
221722_x_at	0.80908537	6.56e-01	-4.61e-01	-6.82572	-3.99e-02	LZTS1	leucine zipper tumor suppressor 1
208173_at	0.80908537	6.56e-01	-4.61e-01	-6.82573	-4.62e-02	IFNB1	interferon beta 1
206759_at	0.80925897	6.57e-01	4.60e-01	-6.82588	3.39e-02	FCER2	Fc fragment of IgE receptor II
209997_x_at	0.80925897	6.57e-01	4.60e-01	-6.82589	2.42e-02	PCM1	pericentriolar material 1
209722_s_at	0.8093274	6.57e-01	4.60e-01	-6.82595	3.48e-02	SERPINB9	serpin family B member 9
209307_at	0.80933327	6.57e-01	4.60e-01	-6.826	3.69e-02	SWAP70	SWAP switching B-cell complex 70kDa subunit
217162_at	0.80933327	6.57e-01	-4.60e-01	-6.82601	-3.56e-02	TSPY1	testis specific protein, Y-linked 1
206813_at	0.80939597	6.57e-01	-4.60e-01	-6.82607	-5.24e-02	CTF1	cardiotrophin 1
209578_s_at	0.80939797	6.57e-01	-4.60e-01	-6.8261	-5.94e-02	POFUT2	protein O-fucosyltransferase 2
220608_s_at	0.80939924	6.57e-01	-4.60e-01	-6.82612	-3.21e-02	ZNF770	zinc finger protein 770
204105_s_at	0.80945046	6.57e-01	4.60e-01	-6.82618	9.82e-02	NRCAM	neuronal cell adhesion molecule
215743_at	0.80947515	6.57e-01	-4.60e-01	-6.82625	-2.09e-02	NMT2	N-myristoyltransferase 2
207909_x_at	0.80947515	6.57e-01	4.59e-01	-6.82629	4.62e-02	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
218659_at	0.80947515	6.57e-01	-4.59e-01	-6.8263	-3.09e-02	ASXL2	additional sex combs like 2, transcriptional regulator
203616_at	0.80947515	6.57e-01	-4.59e-01	-6.8263	-3.75e-02	POLB	DNA polymerase beta
219604_s_at	0.80949855	6.57e-01	-4.59e-01	-6.82635	-3.67e-02	ZNF3	zinc finger protein 3
210936_at	0.80949855	6.57e-01	4.59e-01	-6.82636	3.35e-02	WDR1	WD repeat domain 1
209931_s_at	0.80951105	6.57e-01	-4.59e-01	-6.8264	-3.75e-02	MFSD2B///FKBP1B	major facilitator superfamily domain containing 2B///FK506 binding protein 1B
208133_at	0.8095183	6.57e-01	-4.59e-01	-6.82643	-2.92e-02	RFC1	replication factor C subunit 1
219844_at	0.80952352	6.57e-01	4.59e-01	-6.82647	3.41e-02	CCDC186	coiled-coil domain containing 186
221784_at	0.80952352	6.57e-01	4.59e-01	-6.82649	4.86e-02	WIZ	widely interspaced zinc finger motifs
222129_at	0.80952352	6.57e-01	4.59e-01	-6.82651	3.26e-02	FAM134A	family with sequence similarity 134 member A
215776_at	0.80952352	6.58e-01	4.59e-01	-6.8266	3.22e-02	INSRR	insulin receptor related receptor
201325_s_at	0.80952352	6.58e-01	4.59e-01	-6.8266	9.56e-02	EMP1	epithelial membrane protein 1
203374_s_at	0.80952352	6.58e-01	4.59e-01	-6.8266	4.43e-02	TPP2	tripeptidyl peptidase 2
219728_at	0.80952352	6.58e-01	-4.59e-01	-6.82669	-3.01e-02	MYOT	myotilin
215543_s_at	0.80952352	6.58e-01	-4.59e-01	-6.82671	-3.21e-02	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
203676_at	0.80952352	6.58e-01	4.59e-01	-6.82672	6.53e-02	GNS	glucosamine (N-acetyl)-6-sulfatase
210359_at	0.80952352	6.58e-01	4.59e-01	-6.82672	3.72e-02	MTSS1	metastasis suppressor 1
216773_at	0.80952352	6.58e-01	4.59e-01	-6.82673	2.64e-02		
203144_s_at	0.80952352	6.58e-01	4.59e-01	-6.82675	2.64e-02	KIAA0040	KIAA0040
219769_at	0.80952352	6.58e-01	4.59e-01	-6.82677	6.18e-02	INCENP	inner centromere protein
221000_s_at	0.80965984	6.58e-01	4.58e-01	-6.82689	5.52e-02	KAZALD1	Kazal type serine peptidase inhibitor domain 1
211810_s_at	0.80965984	6.58e-01	4.58e-01	-6.8269	3.81e-02	GALC	galactosylceramidase
210651_s_at	0.80976608	6.58e-01	-4.58e-01	-6.82701	-4.14e-02	EPHB2	EPH receptor B2
205553_s_at	0.80976608	6.58e-01	-4.58e-01	-6.82701	-2.03e-02	CSRP3	cysteine and glycine rich protein 3
203183_s_at	0.80988721	6.58e-01	4.58e-01	-6.82711	2.97e-02	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
221507_at	0.80991093	6.58e-01	-4.58e-01	-6.82715	-2.27e-02	TNPO2	transportin 2
209575_at	0.81047225	6.59e-01	4.57e-01	-6.82754	5.60e-02	IL10RB	interleukin 10 receptor subunit beta
205901_at	0.81047225	6.59e-01	4.57e-01	-6.82755	3.21e-02	PNOC	prepronociceptin
207348_s_at	0.81047225	6.59e-01	-4.57e-01	-6.82758	-4.22e-02	LIG3	DNA ligase 3
208182_x_at	0.81047225	6.59e-01	-4.57e-01	-6.82759	-2.73e-02	IFNA14	interferon alpha 14
205524_s_at	0.81047225	6.59e-01	4.57e-01	-6.82761	8.57e-02	HAPLN1	hyaluronan and proteoglycan link protein 1
220443_s_at	0.81052323	6.59e-01	4.57e-01	-6.82766	4.61e-02	VAX2	ventral anterior homeobox 2
212082_s_at	0.81054236	6.59e-01	4.57e-01	-6.8277	2.82e-02	MYL6	myosin light chain 6
200071_at	0.81054236	6.59e-01	4.57e-01	-6.82772	3.32e-02	SMNDC1	survival motor neuron domain containing 1
208191_x_at	0.81058254	6.59e-01	4.56e-01	-6.82777	3.02e-02	PSG4	pregnancy specific beta-1-glycoprotein 4
215986_at	0.81064416	6.59e-01	-4.56e-01	-6.82783	-2.41e-02		
206576_s_at	0.8106481	6.59e-01	4.56e-01	-6.82786	3.89e-02	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
211069_s_at	0.81065529	6.59e-01	-4.56e-01	-6.82789	-2.75e-02	SUMO1	small ubiquitin-like modifier 1
208196_x_at	0.81065582	6.59e-01	-4.56e-01	-6.82792	-5.51e-02	NFATC1	nuclear factor of activated T-cells 1
220570_at	0.81088563	6.60e-01	4.56e-01	-6.82808	5.47e-02	RETN	resistin
202158_s_at	0.81088563	6.60e-01	4.56e-01	-6.82812	5.29e-02	CELF2	CUGBP, Elav-like family member 2
214547_at	0.81088563	6.60e-01	4.56e-01	-6.82813	3.89e-02	ADCY10	adenylate cyclase 10, soluble
202420_s_at	0.81094593	6.60e-01	-4.56e-01	-6.82819	-2.16e-02	DHX9	DEAH-box helicase 9
222066_at	0.81095787	6.60e-01	-4.56e-01	-6.82824	-2.90e-02	EPB41L1	erythrocyte membrane protein band 4.1 like 1
205563_at	0.81095787	6.60e-01	-4.56e-01	-6.82825	-2.70e-02	KISS1	KiSS-1 metastasis-suppressor
208844_at	0.81107881	6.60e-01	4.55e-01	-6.82837	2.65e-02	VDAC3	voltage dependent anion channel 3
211499_s_at	0.81107881	6.60e-01	4.55e-01	-6.82837	3.19e-02	MAPK11	mitogen-activated protein kinase 11
220278_at	0.81111838	6.60e-01	4.55e-01	-6.82842	3.19e-02	KDM4D	lysine demethylase 4D
219193_at	0.81116047	6.60e-01	4.55e-01	-6.82848	3.04e-02	WDR70	WD repeat domain 70
215325_x_at	0.81116047	6.60e-01	-4.55e-01	-6.82849	-3.94e-02	CBARP	CACN beta subunit associated regulatory protein
217720_at	0.81125178	6.60e-01	-4.55e-01	-6.82858	-3.17e-02	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
218961_s_at	0.81125178	6.60e-01	4.55e-01	-6.8286	4.67e-02	PNKP	polynucleotide kinase 3'-phosphatase
215275_at	0.81131431	6.60e-01	-4.55e-01	-6.82866	-3.57e-02	TRAF3IP3	TRAF3 interacting protein 3
207501_s_at	0.81131431	6.60e-01	-4.55e-01	-6.82871	-2.10e-02	FGF12	fibroblast growth factor 12
219435_at	0.81131431	6.60e-01	4.55e-01	-6.82872	3.06e-02	CTC1	CTS telomere maintenance complex component 1
213704_at	0.81131431	6.61e-01	-4.55e-01	-6.82874	-3.03e-02	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit
218467_at	0.81135298	6.61e-01	-4.54e-01	-6.82879	-4.08e-02	PSMG2	proteasome assembly chaperone 2
213229_at	0.81159297	6.61e-01	-4.54e-01	-6.82895	-4.40e-02	DICER1	dicer 1, ribonuclease III
207365_x_at	0.81169003	6.61e-01	-4.54e-01	-6.82905	-4.87e-02	USP34	ubiquitin specific peptidase 34
216110_x_at	0.81169003	6.61e-01	-4.54e-01	-6.82906	-2.70e-02	LOC105373738	uncharacterized LOC105373738
206380_s_at	0.81169425	6.61e-01	4.54e-01	-6.82909	5.76e-02	CFP	complement factor properdin
218812_s_at	0.81173303	6.61e-01	4.54e-01	-6.82913	3.69e-02	ORAI2	ORAI calcium release-activated calcium modulator 2
211580_s_at	0.81178337	6.61e-01	-4.54e-01	-6.82919	-4.99e-02	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
217130_at	0.81189364	6.61e-01	4.53e-01	-6.82928	3.23e-02		
214206_at	0.81189387	6.61e-01	4.53e-01	-6.82932	3.93e-02	PPIL6	peptidylprolyl isomerase like 6
215107_s_at	0.81189387	6.61e-01	-4.53e-01	-6.82936	-3.82e-02	TTC22	tetratricopeptide repeat domain 22
216740_at	0.81189387	6.61e-01	-4.53e-01	-6.82936	-2.98e-02		
205712_at	0.81189387	6.61e-01	-4.53e-01	-6.82938	-6.21e-02	PTPRD	protein tyrosine phosphatase, receptor type D
222063_s_at	0.81199904	6.62e-01	-4.53e-01	-6.82948	-4.90e-02	CDS1	CDP-diacylglycerol synthase 1
221709_s_at	0.81199904	6.62e-01	-4.53e-01	-6.82952	-5.47e-02	ZNF839	zinc finger protein 839
209352_s_at	0.81199904	6.62e-01	-4.53e-01	-6.82952	-3.02e-02	SIN3B	SIN3 transcription regulator family member B
213501_at	0.81202504	6.62e-01	-4.53e-01	-6.82956	-3.50e-02	ACOX1	acyl-CoA oxidase 1
215534_at	0.81214589	6.62e-01	4.53e-01	-6.82965	2.73e-02		
216724_at	0.81226913	6.62e-01	4.52e-01	-6.82975	2.13e-02	DCLK2	doublecortin like kinase 2
218572_at	0.81231228	6.62e-01	4.52e-01	-6.8298	4.09e-02	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
202592_at	0.8123252	6.62e-01	-4.52e-01	-6.82983	-5.20e-02	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
203111_s_at	0.81266741	6.62e-01	4.52e-01	-6.83006	3.53e-02	PTK2B	protein tyrosine kinase 2 beta
201502_s_at	0.81266741	6.62e-01	4.52e-01	-6.83008	5.26e-02	NFKBIA	NFKB inhibitor alpha
213803_at	0.81292059	6.63e-01	4.51e-01	-6.83027	3.86e-02	KPNB1	karyopherin subunit beta 1
213864_s_at	0.81292059	6.63e-01	4.51e-01	-6.83028	3.36e-02	NAP1L1	nucleosome assembly protein 1 like 1
216205_s_at	0.81297043	6.63e-01	-4.51e-01	-6.83035	-3.22e-02	MFN2	mitofusin 2
220224_at	0.81297043	6.63e-01	4.51e-01	-6.83036	3.19e-02	HAO1	hydroxyacid oxidase 1
203253_s_at	0.81319745	6.63e-01	4.51e-01	-6.83051	2.48e-02	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
217374_x_at	0.81320327	6.63e-01	4.51e-01	-6.83054	3.49e-02		
216573_at	0.81321498	6.63e-01	-4.51e-01	-6.83058	-5.63e-02	IGLV1-44	immunoglobulin lambda variable 1-44
59433_at	0.81321498	6.63e-01	4.51e-01	-6.8306	2.99e-02	LOC102725263///LOC389906	uncharacterized LOC102725263///zinc finger protein 839 pseudogene
214333_x_at	0.81345148	6.63e-01	4.50e-01	-6.83076	5.02e-02	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
206075_s_at	0.81351769	6.63e-01	4.50e-01	-6.83082	3.00e-02	CSNK2A1	casein kinase 2 alpha 1
209965_s_at	0.81351769	6.64e-01	4.50e-01	-6.83085	3.66e-02	RAD51D	RAD51 paralog D
203558_at	0.81372683	6.64e-01	4.50e-01	-6.83101	8.48e-02	CUL7	cullin 7
217464_at	0.81372683	6.64e-01	4.50e-01	-6.83102	6.73e-02		
216943_at	0.81392188	6.64e-01	-4.49e-01	-6.8312	-5.02e-02		
221397_at	0.81392188	6.64e-01	4.49e-01	-6.83123	3.06e-02	TAS2R10	taste 2 receptor member 10
219912_s_at	0.81392188	6.64e-01	4.49e-01	-6.83125	2.92e-02	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
