ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8151369	6.90e-01	5.31e-01	-0.6510739	-7.26701	-0.0763175	SBSPON	somatomedin B and thrombospondin type 1 domain containing
7892960	6.90e-01	5.31e-01	-0.6510528	-7.26702	-0.1761385		
7894250	6.90e-01	5.31e-01	0.6510061	-7.26705	0.7744217		
8053467	6.91e-01	5.31e-01	-0.650457	-7.26743	-0.1303112	SFTPB	surfactant protein B
7893450	6.91e-01	5.31e-01	0.6504382	-7.26744	0.1905364		
8044301	6.91e-01	5.31e-01	0.6503761	-7.26749	0.1179702	SOWAHC	sosondowah ankyrin repeat domain family member C
8082560	6.91e-01	5.31e-01	0.6503608	-7.2675	0.0849175	H1FOO	H1 histone family member O, oocyte specific
8101673	6.91e-01	5.31e-01	-0.6503602	-7.2675	-0.0957297		
7915498	6.91e-01	5.31e-01	-0.6502228	-7.26759	-0.1042591	LOC100131756	uncharacterized LOC100131756
7975081	6.91e-01	5.31e-01	-0.6501673	-7.26763	-0.0888542	PPP1R36	protein phosphatase 1 regulatory subunit 36
7990165	6.91e-01	5.31e-01	-0.6501129	-7.26767	-0.0756183	PARP6	poly(ADP-ribose) polymerase family member 6
8104617	6.91e-01	5.31e-01	0.6500732	-7.2677	0.1311779		
8086183	6.91e-01	5.31e-01	0.6498364	-7.26786	0.0947892	LOC152048	uncharacterized FLJ31715
7980401	6.91e-01	5.31e-01	-0.6498136	-7.26787	-0.1453229		
8039759	6.91e-01	5.31e-01	0.6496869	-7.26796	0.135795	LOC100419840///ZNF497	zinc finger protein 446 pseudogene///zinc finger protein 497
8100834	6.91e-01	5.31e-01	0.6496473	-7.26799	0.1392832	GRSF1	G-rich RNA sequence binding factor 1
7989311	6.91e-01	5.31e-01	-0.6495471	-7.26806	-0.1099854		
8007990	6.91e-01	5.32e-01	-0.6494103	-7.26815	-0.2961481		
8127087	6.91e-01	5.32e-01	0.6493491	-7.26819	0.0779878	GSTA3	glutathione S-transferase alpha 3
7894908	6.91e-01	5.32e-01	-0.6493133	-7.26822	-0.0773158		
8163485	6.91e-01	5.32e-01	0.6492656	-7.26825	0.1109917	RNF183	ring finger protein 183
8130701	6.91e-01	5.32e-01	-0.6492419	-7.26827	-0.1477012		
7894571	6.91e-01	5.32e-01	0.6491578	-7.26832	0.1442178		
7892729	6.91e-01	5.32e-01	0.6490809	-7.26838	0.2646845		
7893176	6.91e-01	5.32e-01	0.6489617	-7.26846	0.528595		
8013319	6.91e-01	5.32e-01	0.6488252	-7.26855	0.3536031	GRAP	GRB2-related adaptor protein
8045277	6.91e-01	5.32e-01	0.6487689	-7.26859	0.5940805		
8146462	6.92e-01	5.32e-01	0.6486616	-7.26866	0.0753477	SOX17	SRY-box 17
7944867	6.92e-01	5.32e-01	0.6483875	-7.26885	0.1963113		
8128867	6.92e-01	5.32e-01	0.647998	-7.26912	0.0927666	CDK19	cyclin dependent kinase 19
8162311	6.92e-01	5.32e-01	-0.6479747	-7.26913	-0.1564951		
8128312	6.92e-01	5.32e-01	0.6479463	-7.26915	0.1154419		
8139017	6.92e-01	5.33e-01	-0.6478359	-7.26923	-0.4107014		
7895506	6.92e-01	5.33e-01	-0.6478319	-7.26923	-0.0907312		
8168420	6.92e-01	5.33e-01	0.6477745	-7.26927	0.06676	ZCCHC13	zinc finger CCHC-type containing 13
8159109	6.92e-01	5.33e-01	-0.6477361	-7.2693	-0.0898648	LINC00094	long intergenic non-protein coding RNA 94
7999468	6.92e-01	5.33e-01	-0.6476401	-7.26936	-0.2183283	LITAF	lipopolysaccharide induced TNF factor
8146896	6.92e-01	5.33e-01	-0.64761	-7.26938	-0.1548175		
8126905	6.92e-01	5.33e-01	-0.6475189	-7.26944	-0.824816	CRISP3	cysteine rich secretory protein 3
7956987	6.92e-01	5.33e-01	0.6473696	-7.26955	0.1068357		
8047463	6.92e-01	5.33e-01	-0.6473577	-7.26955	-0.1852991		
8073135	6.92e-01	5.33e-01	0.6472077	-7.26966	0.0895262	MIEF1	mitochondrial elongation factor 1
7956908	6.92e-01	5.33e-01	-0.6472031	-7.26966	-0.1374409		
7893520	6.92e-01	5.33e-01	-0.6471627	-7.26969	-0.2319968		
7899377	6.92e-01	5.33e-01	0.647081	-7.26974	0.1218227	PPP1R8	protein phosphatase 1 regulatory subunit 8
8059538	6.92e-01	5.33e-01	0.6470201	-7.26979	0.1012608	SLC19A3	solute carrier family 19 member 3
7938049	6.93e-01	5.33e-01	0.6467744	-7.26995	0.0881679	OR56B1	olfactory receptor family 56 subfamily B member 1
7979802	6.93e-01	5.33e-01	-0.6463908	-7.27021	-0.0983995		
8058866	6.93e-01	5.33e-01	0.6463012	-7.27028	0.4239101	TNP1	transition protein 1
8053325	6.93e-01	5.34e-01	0.6462608	-7.2703	0.0815779		
7895617	6.93e-01	5.34e-01	-0.6461979	-7.27035	-0.3858683		
8143772	6.93e-01	5.34e-01	0.6461977	-7.27035	0.1040659	RARRES2	retinoic acid receptor responder 2
8175369	6.93e-01	5.34e-01	-0.6460156	-7.27047	-0.1863886	MAP7D3	MAP7 domain containing 3
8072931	6.93e-01	5.34e-01	0.645929	-7.27053	0.0847001	GCAT	glycine C-acetyltransferase
8014664	6.93e-01	5.34e-01	-0.6457973	-7.27062	-0.286105		
8019649	6.93e-01	5.34e-01	-0.6457973	-7.27062	-0.286105		
7900352	6.93e-01	5.34e-01	-0.6457924	-7.27062	-0.0789632	OXCT2P1///OXCT2	3-oxoacid CoA-transferase 2 pseudogene 1///3-oxoacid CoA-transferase 2
7915257	6.93e-01	5.34e-01	-0.6457924	-7.27062	-0.0789632	OXCT2P1///OXCT2	3-oxoacid CoA-transferase 2 pseudogene 1///3-oxoacid CoA-transferase 2
8104166	6.93e-01	5.34e-01	0.6456171	-7.27074	0.0803583	SDHA	succinate dehydrogenase complex flavoprotein subunit A
8073259	6.93e-01	5.34e-01	-0.6455474	-7.27079	-0.1699545	SGSM3	small G protein signaling modulator 3
8174029	6.93e-01	5.34e-01	0.6454974	-7.27082	0.1658405	TAF7L	TATA-box binding protein associated factor 7 like
7976814	6.93e-01	5.34e-01	0.6454378	-7.27086	0.3804715	SNORD114-2	small nucleolar RNA, C/D box 114-2
7969339	6.93e-01	5.34e-01	0.6454001	-7.27089	0.1585256		
7900197	6.93e-01	5.34e-01	-0.64538	-7.2709	-0.1075751		
7907680	6.93e-01	5.34e-01	-0.6453704	-7.27091	-0.1524611	FAM20B	family with sequence similarity 20 member B
7895314	6.93e-01	5.34e-01	0.6453679	-7.27091	0.2999448		
7993737	6.93e-01	5.34e-01	0.6453369	-7.27093	0.0818908	ACSM2B///ACSM2A	acyl-CoA synthetase medium-chain family member 2B///acyl-CoA synthetase medium-chain family member 2A
7895296	6.93e-01	5.34e-01	-0.645253	-7.27099	-0.2148889		
7895842	6.93e-01	5.34e-01	0.6450716	-7.27111	0.0949439		
8152062	6.93e-01	5.34e-01	0.6450596	-7.27112	0.091769	SNX31	sorting nexin 31
7957649	6.93e-01	5.34e-01	0.6450301	-7.27114	0.1022644	SNRPF	small nuclear ribonucleoprotein polypeptide F
8147650	6.93e-01	5.34e-01	0.6449554	-7.27119	0.2106013		
7895756	6.94e-01	5.34e-01	-0.6447082	-7.27136	-0.3560543		
8146403	6.94e-01	5.35e-01	-0.6444776	-7.27152	-0.0760035	SNTG1	syntrophin gamma 1
7971642	6.94e-01	5.35e-01	-0.6444636	-7.27153	-0.1716647		
8143518	6.94e-01	5.35e-01	-0.6444305	-7.27155	-0.094543	TRPV5	transient receptor potential cation channel subfamily V member 5
7971526	6.94e-01	5.35e-01	0.6444101	-7.27156	0.1628124	HTR2A	5-hydroxytryptamine receptor 2A
7989313	6.94e-01	5.35e-01	0.6443631	-7.2716	0.2730135		
8116829	6.94e-01	5.35e-01	0.6442238	-7.27169	0.1112227		
8134712	6.94e-01	5.35e-01	0.6441079	-7.27177	0.1069681	AP4M1	adaptor related protein complex 4 mu 1 subunit
7896055	6.94e-01	5.35e-01	0.6440441	-7.27181	0.1484343		
8048723	6.94e-01	5.35e-01	0.6439135	-7.2719	0.1198373		
8053200	6.94e-01	5.35e-01	0.643688	-7.27206	0.0808535	DQX1	DEAQ-box RNA dependent ATPase 1
8095404	6.94e-01	5.35e-01	0.6436382	-7.27209	0.1379323	UGT2B28	UDP glucuronosyltransferase family 2 member B28
8107200	6.94e-01	5.35e-01	0.643602	-7.27211	0.1793376	RAB9BP1	RAB9B, member RAS oncogene family pseudogene 1
8071768	6.94e-01	5.35e-01	0.6435235	-7.27217	0.1626876	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
7926563	6.94e-01	5.35e-01	0.6433983	-7.27225	0.3106527		
8021866	6.94e-01	5.35e-01	0.6433529	-7.27228	0.1090454	NFATC1	nuclear factor of activated T-cells 1
7930870	6.94e-01	5.35e-01	0.6431939	-7.27239	0.16361	TOMM22	translocase of outer mitochondrial membrane 22
8108378	6.94e-01	5.35e-01	-0.6430775	-7.27247	-0.1309069	CTNNA1	catenin alpha 1
8001818	6.94e-01	5.36e-01	0.6430498	-7.27249	0.1085585	TK2	thymidine kinase 2, mitochondrial
8144703	6.94e-01	5.36e-01	0.6430441	-7.27249	0.1199407		
7895873	6.94e-01	5.36e-01	-0.6430193	-7.27251	-0.0726211		
7909188	6.94e-01	5.36e-01	0.6429469	-7.27256	0.124373	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
8012598	6.94e-01	5.36e-01	0.6428627	-7.27262	0.0691206	RCVRN	recoverin
8021416	6.94e-01	5.36e-01	-0.642816	-7.27265	-0.1175425	MIR122	microRNA 122
8024444	6.94e-01	5.36e-01	0.6426906	-7.27273	0.1504439	EPWW6493	uncharacterized LOC100129831
8037535	6.95e-01	5.36e-01	0.6426393	-7.27277	0.2181507		
8001946	6.95e-01	5.36e-01	0.642504	-7.27286	0.1018065	KIAA0895L	KIAA0895 like
8140386	6.95e-01	5.36e-01	-0.6423873	-7.27294	-0.1149938	STYXL1	serine/threonine/tyrosine interacting-like 1
7995328	6.95e-01	5.36e-01	0.6422709	-7.27302	0.1578076		
8160906	6.95e-01	5.36e-01	0.6421978	-7.27307	0.1184633		
7893975	6.95e-01	5.36e-01	0.6421435	-7.2731	0.5692375		
7960357	6.95e-01	5.36e-01	-0.6420087	-7.2732	-0.0929789		
8097934	6.95e-01	5.36e-01	-0.6419764	-7.27322	-0.3491993		
8097685	6.95e-01	5.36e-01	0.6419747	-7.27322	0.1281063		
7983718	6.95e-01	5.36e-01	-0.6418613	-7.2733	-0.1164815	SCG3	secretogranin III
8063156	6.95e-01	5.36e-01	0.641834	-7.27331	0.1705404	CD40	CD40 molecule
8049540	6.95e-01	5.36e-01	0.641756	-7.27337	0.2376273	LRRFIP1	LRR binding FLII interacting protein 1
8130783	6.95e-01	5.36e-01	0.6417443	-7.27338	0.0757937		
8141625	6.95e-01	5.36e-01	0.6417266	-7.27339	0.1135906	EPHB4	EPH receptor B4
7978692	6.95e-01	5.36e-01	0.6416907	-7.27341	0.4245739	SLC25A21	solute carrier family 25 member 21
7896545	6.95e-01	5.37e-01	-0.6413632	-7.27363	-0.2304904		
7897034	6.95e-01	5.37e-01	0.6412369	-7.27372	0.0865756	GABRD	gamma-aminobutyric acid type A receptor delta subunit
8108424	6.95e-01	5.37e-01	-0.6411406	-7.27378	-0.1130982	PAIP2	poly(A) binding protein interacting protein 2
7948606	6.95e-01	5.37e-01	0.6410326	-7.27386	0.1794372	TMEM258	transmembrane protein 258
8060134	6.95e-01	5.37e-01	-0.6408155	-7.274	-0.0933999	KIF1A	kinesin family member 1A
7894105	6.95e-01	5.37e-01	-0.640771	-7.27403	-0.1249626		
8120932	6.95e-01	5.37e-01	0.6407672	-7.27404	0.1074557	PRSS35	protease, serine 35
8058997	6.95e-01	5.37e-01	0.6407035	-7.27408	0.132185	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3
7905464	6.95e-01	5.37e-01	0.6406742	-7.2741	0.0790279	RIIAD1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1
8163109	6.96e-01	5.37e-01	0.6404681	-7.27424	0.1042397	FRRS1L	ferric chelate reductase 1 like
7895501	6.96e-01	5.37e-01	-0.6403588	-7.27431	-0.1613363		
8132642	6.96e-01	5.37e-01	-0.6399604	-7.27458	-0.215042	PPIA	peptidylprolyl isomerase A
8084955	6.96e-01	5.38e-01	0.6398193	-7.27468	0.1609328	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
8117161	6.96e-01	5.38e-01	-0.6397757	-7.27471	-0.1695396		
7895186	6.96e-01	5.38e-01	-0.6397019	-7.27476	-0.113061		
7999999	6.96e-01	5.38e-01	0.6395566	-7.27486	0.1755278		
8089029	6.96e-01	5.38e-01	-0.6394365	-7.27494	-0.1427992	DHFR2	dihydrofolate reductase 2
8107204	6.96e-01	5.38e-01	0.6393673	-7.27498	0.342851		
8004237	6.97e-01	5.38e-01	0.6390125	-7.27522	0.0818877	RNASEK-C17orf49///RNASEK	RNASEK-C17orf49 readthrough///ribonuclease K
8163839	6.97e-01	5.38e-01	-0.6387984	-7.27537	-0.2029948	C5	complement component 5
8132705	6.97e-01	5.38e-01	0.6387738	-7.27538	0.0904822		
8082465	6.97e-01	5.38e-01	0.6387283	-7.27542	0.0995775	EFCC1	EF-hand and coiled-coil domain containing 1
7893166	6.97e-01	5.38e-01	-0.6387049	-7.27543	-0.1684723		
7893366	6.97e-01	5.38e-01	-0.6384772	-7.27559	-0.3059279		
8063607	6.97e-01	5.38e-01	-0.6384179	-7.27563	-0.0905293	RAB22A	RAB22A, member RAS oncogene family
7892924	6.97e-01	5.38e-01	-0.6384099	-7.27563	-0.1212491		
8109591	6.97e-01	5.38e-01	-0.6383634	-7.27566	-0.2300001		
7926506	6.97e-01	5.38e-01	0.6382783	-7.27572	0.1403394	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
8173581	6.97e-01	5.39e-01	0.6379869	-7.27592	0.1157551		
7969271	6.97e-01	5.39e-01	-0.637974	-7.27592	-0.1032184	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
8103516	6.97e-01	5.39e-01	0.6379648	-7.27593	0.1041031		
7911559	6.97e-01	5.39e-01	0.6378355	-7.27602	0.1114643	MRPL20	mitochondrial ribosomal protein L20
8039939	6.97e-01	5.39e-01	0.6378355	-7.27602	0.1114643	MRPL20	mitochondrial ribosomal protein L20
7892719	6.97e-01	5.39e-01	-0.6377756	-7.27606	-0.1547582		
7912012	6.97e-01	5.39e-01	0.6377554	-7.27607	0.0808163	ACOT7	acyl-CoA thioesterase 7
8131374	6.97e-01	5.39e-01	0.6377551	-7.27607	0.2258564	AIMP2///EIF2AK1	aminoacyl tRNA synthetase complex interacting multifunctional protein 2///eukaryotic translation initiation factor 2 alpha kinase 1
7909839	6.97e-01	5.39e-01	0.6376445	-7.27615	0.1265811		
7896581	6.97e-01	5.39e-01	-0.6375203	-7.27623	-0.1975978		
8140317	6.98e-01	5.39e-01	-0.6369939	-7.27658	-0.1675363		
7951068	6.98e-01	5.39e-01	-0.6367332	-7.27676	-0.1254749	CWC15	CWC15 spliceosome-associated protein
8123507	6.98e-01	5.39e-01	0.6367114	-7.27678	0.1030675	TBP	TATA-box binding protein
7920875	6.98e-01	5.40e-01	-0.6366477	-7.27682	-0.2395919	SCARNA4	small Cajal body-specific RNA 4
8063071	6.98e-01	5.40e-01	0.6364639	-7.27694	0.123654	ZSWIM3	zinc finger SWIM-type containing 3
8107632	6.98e-01	5.40e-01	0.6364425	-7.27696	0.2614964	SNX24	sorting nexin 24
8110960	6.98e-01	5.40e-01	-0.6363539	-7.27702	-0.0822623	TAS2R1	taste 2 receptor member 1
8161337	6.98e-01	5.40e-01	0.6363514	-7.27702	0.0730854	FAM74A6///FAM74A4///FAM74A1	family with sequence similarity 74 member A6///family with sequence similarity 74 member A4///family with sequence similarity 74 member A1
8021183	6.98e-01	5.40e-01	0.6363272	-7.27703	0.2432887	SCARNA17	small Cajal body-specific RNA 17
8180270	6.98e-01	5.40e-01	-0.6363211	-7.27704	-0.2257807	PCDHA10	protocadherin alpha 10
8032815	6.98e-01	5.40e-01	-0.6363156	-7.27704	-0.190115	UBXN6	UBX domain protein 6
8087951	6.98e-01	5.40e-01	-0.6362886	-7.27706	-0.0706833	PBRM1	polybromo 1
7893157	6.98e-01	5.40e-01	-0.6360611	-7.27721	-0.6491958		
7895194	6.98e-01	5.40e-01	0.6360075	-7.27725	0.1785013		
7954589	6.98e-01	5.40e-01	0.6359937	-7.27726	0.2680511	REP15	RAB15 effector protein
7948035	6.98e-01	5.40e-01	-0.635904	-7.27732	-0.1411273		
8073949	6.98e-01	5.40e-01	-0.6355667	-7.27755	-0.1891907	CRELD2	cysteine rich with EGF like domains 2
7902563	6.99e-01	5.40e-01	-0.6352934	-7.27773	-0.0730723		
7925927	6.99e-01	5.40e-01	-0.6352219	-7.27778	-0.1215585		
7931830	6.99e-01	5.40e-01	-0.6352219	-7.27778	-0.1215585		
7984635	6.99e-01	5.40e-01	0.6351132	-7.27785	0.0875173	TMEM202	transmembrane protein 202
7893205	6.99e-01	5.40e-01	0.6350574	-7.27789	0.0837491		
7901592	6.99e-01	5.41e-01	-0.6349341	-7.27797	-0.1418418	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
7977119	6.99e-01	5.41e-01	0.6347541	-7.27809	0.1393081	APOPT1	apoptogenic 1, mitochondrial
7934442	6.99e-01	5.41e-01	0.6347482	-7.27809	0.1369808	SYNPO2L	synaptopodin 2 like
7896034	6.99e-01	5.41e-01	-0.6345896	-7.2782	-0.1508762		
8004133	6.99e-01	5.41e-01	-0.6344952	-7.27826	-0.1689462	RPAIN	RPA interacting protein
7895802	6.99e-01	5.41e-01	0.6344517	-7.27829	0.1598823		
8115300	6.99e-01	5.41e-01	0.6344504	-7.27829	0.1342173		
8096314	6.99e-01	5.41e-01	-0.6344151	-7.27832	-0.2788169	PKD2	polycystin 2, transient receptor potential cation channel
7894694	6.99e-01	5.41e-01	-0.6342869	-7.2784	-0.2896015		
8035110	6.99e-01	5.41e-01	0.6341633	-7.27849	0.0919948	CIB3	calcium and integrin binding family member 3
7910012	6.99e-01	5.41e-01	0.6341276	-7.27851	0.1603035		
7895080	6.99e-01	5.41e-01	0.6339886	-7.2786	0.1807215		
8037433	6.99e-01	5.41e-01	-0.6339659	-7.27862	-0.1817735	ZNF45	zinc finger protein 45
8121725	6.99e-01	5.41e-01	0.6336792	-7.27881	0.0763751	BRD7P3	bromodomain containing 7 pseudogene 3
7965510	6.99e-01	5.41e-01	0.6335183	-7.27892	0.1348272	TMCC3	transmembrane and coiled-coil domain family 3
8173179	6.99e-01	5.41e-01	-0.6334737	-7.27895	-0.1854657	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1
8144460	6.99e-01	5.41e-01	0.6334545	-7.27896	0.0784713	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B
8045533	6.99e-01	5.42e-01	0.6333572	-7.27903	0.1927508		
7986329	7.00e-01	5.42e-01	-0.633297	-7.27907	-0.0872889	NR2F2	nuclear receptor subfamily 2 group F member 2
8117422	7.00e-01	5.42e-01	-0.6332549	-7.2791	-0.1034438	HIST1H4F	histone cluster 1, H4f
7992732	7.00e-01	5.42e-01	-0.6331294	-7.27918	-0.3220043	ZG16B	zymogen granule protein 16B
7937973	7.00e-01	5.42e-01	0.6331291	-7.27918	0.1068454	OR51F2	olfactory receptor family 51 subfamily F member 2
8169085	7.00e-01	5.42e-01	-0.6330643	-7.27922	-0.0736755	FAM199X	family with sequence similarity 199, X-linked
8001656	7.00e-01	5.42e-01	0.6329642	-7.27929	0.0693512		
8095500	7.00e-01	5.42e-01	0.6329456	-7.2793	0.0823999	OPRPN	opiorphin prepropeptide
8061966	7.00e-01	5.42e-01	0.6328821	-7.27935	0.0820141	RALY	RALY heterogeneous nuclear ribonucleoprotein
7946115	7.00e-01	5.42e-01	0.6326208	-7.27952	0.064812	OR52L1	olfactory receptor family 52 subfamily L member 1
8142718	7.00e-01	5.42e-01	-0.6326095	-7.27953	-0.0775227	GRM8	glutamate metabotropic receptor 8
7990916	7.00e-01	5.42e-01	0.632511	-7.27959	0.098671	RPS17	ribosomal protein S17
7990965	7.00e-01	5.42e-01	0.632511	-7.27959	0.098671	RPS17	ribosomal protein S17
7979886	7.00e-01	5.42e-01	-0.6324509	-7.27963	-0.1199952		
8067825	7.00e-01	5.42e-01	-0.6322995	-7.27974	-0.1666311	LOC644669///ANKRD30BL///ANKRD30BP2	ankyrin repeat domain 30B pseudogene///ankyrin repeat domain 30B-like///ankyrin repeat domain 30B pseudogene 2
7892628	7.00e-01	5.42e-01	-0.6322743	-7.27975	-0.2087825		
7893624	7.00e-01	5.42e-01	-0.6321895	-7.27981	-0.4023395		
8143919	7.00e-01	5.42e-01	-0.6320731	-7.27989	-0.2050882	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
7908732	7.00e-01	5.42e-01	-0.6319359	-7.27998	-0.155352	IPO9	importin 9
8030525	7.00e-01	5.43e-01	-0.6317602	-7.2801	-0.1142974	PTOV1	prostate tumor overexpressed 1
8086120	7.00e-01	5.43e-01	-0.6316876	-7.28014	-0.0805075	DCLK3	doublecortin like kinase 3
7909350	7.00e-01	5.43e-01	-0.6316871	-7.28014	-0.1908627	CR2	complement component 3d receptor 2
7988444	7.00e-01	5.43e-01	-0.6316696	-7.28016	-0.2952631	MYEF2	myelin expression factor 2
8103376	7.00e-01	5.43e-01	0.631637	-7.28018	0.1056603		
8094901	7.00e-01	5.43e-01	-0.6315402	-7.28024	-0.0882819	GABRB1///GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit///gamma-aminobutyric acid type A receptor beta1 subunit
8150906	7.00e-01	5.43e-01	0.6315257	-7.28025	0.1340749	IMPAD1	inositol monophosphatase domain containing 1
8028705	7.00e-01	5.43e-01	0.6313999	-7.28034	0.1099197	TIMM50	translocase of inner mitochondrial membrane 50
8133155	7.00e-01	5.43e-01	-0.6312403	-7.28044	-0.2189984	TPST1	tyrosylprotein sulfotransferase 1
7956930	7.01e-01	5.43e-01	0.6311712	-7.28049	0.0928967	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
8124855	7.01e-01	5.43e-01	0.6311311	-7.28052	0.0794571	SFTA2	surfactant associated 2
8018600	7.01e-01	5.43e-01	-0.6310762	-7.28055	-0.1651409	SRP68	signal recognition particle 68
8107328	7.01e-01	5.43e-01	0.630985	-7.28061	0.082011	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)
8130703	7.01e-01	5.43e-01	0.6309703	-7.28062	0.0854702	T	T brachyury transcription factor
8027760	7.01e-01	5.43e-01	-0.6309654	-7.28063	-0.1200255	FXYD1	FXYD domain containing ion transport regulator 1
7904927	7.01e-01	5.43e-01	0.6309344	-7.28065	0.1089159	GJA8	gap junction protein alpha 8
8095214	7.01e-01	5.43e-01	0.6308856	-7.28068	0.239551		
7952373	7.01e-01	5.43e-01	0.6307959	-7.28074	0.1090186	OR6X1	olfactory receptor family 6 subfamily X member 1
8176815	7.01e-01	5.43e-01	0.6307936	-7.28074	0.3085771		
8176941	7.01e-01	5.43e-01	0.6307936	-7.28074	0.3085771		
8177393	7.01e-01	5.43e-01	0.6307936	-7.28074	0.3085771		
8007130	7.01e-01	5.43e-01	0.630584	-7.28088	0.0817539	KRTAP9-6///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9	keratin associated protein 9-6///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
7893613	7.01e-01	5.43e-01	0.6305628	-7.2809	0.1449056		
8123678	7.01e-01	5.43e-01	0.6303572	-7.28103	0.2220847	PXDC1	PX domain containing 1
7896124	7.01e-01	5.43e-01	0.6303054	-7.28107	0.1119111		
7892735	7.01e-01	5.43e-01	-0.6303006	-7.28107	-0.4663213		
8075776	7.01e-01	5.44e-01	0.6302468	-7.28111	0.0772291		
8113276	7.01e-01	5.44e-01	0.6302306	-7.28112	0.4142613		
7965322	7.01e-01	5.44e-01	0.6297859	-7.28141	0.2323208	KITLG	KIT ligand
8023187	7.01e-01	5.44e-01	-0.629765	-7.28143	-0.1512035		
8013531	7.01e-01	5.44e-01	-0.6297082	-7.28147	-0.0773593		
8035465	7.01e-01	5.44e-01	-0.6295444	-7.28157	-0.2446382	ISYNA1	inositol-3-phosphate synthase 1
7904211	7.01e-01	5.44e-01	-0.6293453	-7.28171	-0.253098	VANGL1	VANGL planar cell polarity protein 1
8093643	7.01e-01	5.44e-01	0.6293432	-7.28171	0.0958845	ADD1	adducin 1
7893543	7.01e-01	5.44e-01	0.629251	-7.28177	0.089689		
7940989	7.01e-01	5.44e-01	0.6291141	-7.28186	0.1288418	ESRRA	estrogen related receptor alpha
8133006	7.02e-01	5.44e-01	0.6287352	-7.28211	0.3232576		
8089743	7.02e-01	5.44e-01	0.6287345	-7.28211	0.1154026	B4GALT4	beta-1,4-galactosyltransferase 4
8070930	7.02e-01	5.44e-01	0.6287256	-7.28212	0.1313327		
7972601	7.02e-01	5.44e-01	0.6286657	-7.28216	0.361546	NALCN	sodium leak channel, non-selective
7893414	7.02e-01	5.45e-01	-0.6286002	-7.2822	-0.0710123		
8125072	7.02e-01	5.45e-01	-0.6285445	-7.28224	-0.1096883	VWA7	von Willebrand factor A domain containing 7
7895996	7.02e-01	5.45e-01	0.6283892	-7.28234	0.1956222		
7906574	7.02e-01	5.45e-01	-0.6283852	-7.28235	-0.253916	SUMO1P3	SUMO1 pseudogene 3
8128260	7.02e-01	5.45e-01	-0.6283804	-7.28235	-0.1256086	MAP3K7	mitogen-activated protein kinase kinase kinase 7
8021614	7.02e-01	5.45e-01	-0.628231	-7.28245	-0.0769066	SERPINB11	serpin family B member 11 (gene/pseudogene)
7990054	7.02e-01	5.45e-01	-0.6281685	-7.28249	-0.2347624	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
8176730	7.02e-01	5.45e-01	-0.6281049	-7.28253	-0.1334889	RPS4Y2	ribosomal protein S4, Y-linked 2
8142763	7.02e-01	5.45e-01	0.6279922	-7.28261	0.2328799		
8113157	7.02e-01	5.45e-01	0.6276828	-7.28281	0.1889527	TTC37	tetratricopeptide repeat domain 37
7945146	7.02e-01	5.45e-01	0.6276622	-7.28283	0.1047237	KCNJ5	potassium voltage-gated channel subfamily J member 5
7976216	7.02e-01	5.45e-01	-0.627576	-7.28288	-0.1695287	C14orf159///PIGF	chromosome 14 open reading frame 159///phosphatidylinositol glycan anchor biosynthesis class F
8151213	7.02e-01	5.45e-01	-0.627447	-7.28297	-0.1582027		
8132986	7.02e-01	5.45e-01	0.6272484	-7.2831	0.5904921		
8136932	7.02e-01	5.45e-01	0.6272423	-7.28311	0.1225377		
8066343	7.02e-01	5.45e-01	0.6271964	-7.28314	0.1208243		
8042694	7.03e-01	5.46e-01	0.6270386	-7.28324	0.1935436		
7989023	7.03e-01	5.46e-01	0.6268399	-7.28337	0.2189514	RAB27A	RAB27A, member RAS oncogene family
7932598	7.03e-01	5.46e-01	-0.6268332	-7.28338	-0.1869064	ENKUR	enkurin, TRPC channel interacting protein
8108744	7.03e-01	5.46e-01	0.6266964	-7.28347	0.3030902	PCDHB14	protocadherin beta 14
8125125	7.03e-01	5.46e-01	0.6266154	-7.28352	0.2077238	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
8178641	7.03e-01	5.46e-01	0.6266154	-7.28352	0.2077238	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
