,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
5383,5799,5948,0.0432,0.0108,0.2874,-2.548151,-0.7322396,53.63,RBP2,retinol binding protein 2
5384,5801,79442,0.0432,0.0108,0.3467,-2.547628,-0.8831854,1156.31,LRRC2,leucine rich repeat containing 2
5385,5802,101410545,0.0432,0.0108,0.8077,-2.547757,-2.0577481,11.1,STPG2-AS1,STPG2 antisense RNA 1
5387,5804,6338,0.0432,0.0109,0.5213,-2.547286,-1.3279974,153.04,SCNN1B,sodium channel epithelial 1 subunit beta
5389,5806,414152,0.0433,0.0109,0.5298,-2.546681,-1.3492686,33.28,C10orf105,chromosome 10 open reading frame 105
5393,5811,11092,0.0435,0.0109,0.3731,-2.544897,-0.9495224,172.35,SPACA9,sperm acrosome associated 9
5396,5816,101060200,0.0436,0.011,0.2672,-2.543763,-0.6796136,364.03,ZNF891,zinc finger protein 891
5398,5819,107985684,0.0437,0.011,0.5016,-2.542849,-1.2754851,103.53,LOC107985684,uncharacterized LOC107985684
5400,5823,107984445,0.0438,0.011,0.8073,-2.54167,-2.0520096,27.72,LOC107984445,uncharacterized LOC107984445
5401,5824,101101773,0.0438,0.011,0.5031,-2.541788,-1.2787398,224.01,LINC00609,long intergenic non-protein coding RNA 609
5403,5827,101929425,0.0438,0.011,0.3056,-2.541529,-0.776597,50.26,BTBD9-AS1,BTBD9 antisense RNA 1
5405,5831,60677,0.0439,0.0111,0.2113,-2.540556,-0.5368704,178.75,CELF6,CUGBP Elav-like family member 6
5406,5832,152078,0.0439,0.0111,0.6677,-2.540344,-1.6962486,168.65,SLC66A1L,solute carrier family 66 member 1 like
5412,5842,150709,0.0444,0.0112,0.2126,-2.535982,-0.5391821,1102.54,ANKAR,ankyrin and armadillo repeat containing
5413,5843,7350,0.0445,0.0112,0.4754,-2.534942,-1.2050864,29.0,UCP1,uncoupling protein 1
5415,5845,140597,0.0446,0.0113,0.9605,-2.534299,-2.4341504,90.93,TCEAL2,transcription elongation factor A like 2
5417,5848,105374423,0.0448,0.0113,0.3918,-2.532427,-0.9923096,380.4,LOC105374423,uncharacterized LOC105374423
5419,5850,83660,0.0448,0.0113,0.3674,-2.532073,-0.9302325,2170.69,TLN2,talin 2
5420,5852,90632,0.0448,0.0113,0.8781,-2.531935,-2.2231792,13.49,LINC00473,long intergenic non-protein coding RNA 473
5421,5853,286467,0.0448,0.0113,0.5683,-2.531781,-1.4387147,29.64,FIRRE,firre intergenic repeating RNA element
5429,5865,28968,0.0452,0.0115,0.725,-2.527756,-1.8327356,185.53,SLC6A16,solute carrier family 6 member 16
5430,5866,389434,0.0453,0.0115,0.4049,-2.527574,-1.0234795,50971.07,IYD,iodotyrosine deiodinase
5431,5867,85360,0.0453,0.0115,0.2847,-2.527335,-0.7195363,210.26,SYDE1,synapse defective Rho GTPase homolog 1
5433,5869,100507747,0.0453,0.0115,0.3696,-2.526925,-0.9338421,122.55,C13orf46,chromosome 13 open reading frame 46
5434,5870,126069,0.0453,0.0115,0.2755,-2.526751,-0.696165,155.13,ZNF491,zinc finger protein 491
5437,5875,27285,0.0456,0.0116,0.5005,-2.524792,-1.2637557,59.14,TEKT2,tektin 2
5441,5879,57475,0.0458,0.0116,0.344,-2.522862,-0.867964,6775.73,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1"
5442,5880,105377481,0.0459,0.0117,0.5637,-2.522067,-1.4217905,165.59,LOC105377481,uncharacterized LOC105377481
5445,5884,84735,0.0459,0.0117,0.5812,-2.521447,-1.4654848,13.79,CNDP1,carnosine dipeptidase 1
5447,5886,54959,0.046,0.0117,1.4406,-2.520989,-3.6316679,41.04,ODAM,"odontogenic, ameloblast associated"
5450,5890,101927100,0.0461,0.0117,0.305,-2.519907,-0.7686014,73.71,TICAM2-AS1,TICAM2 antisense RNA 1
5451,5891,9910,0.0461,0.0117,0.311,-2.519673,-0.7837425,2896.33,RABGAP1L,RAB GTPase activating protein 1 like
5454,5895,101927688,0.0462,0.0118,0.3842,-2.518633,-0.9677555,33.51,SEPTIN4-AS1,SEPTIN4 antisense RNA 1
5455,5896,105374334,0.0462,0.0118,0.4139,-2.518494,-1.0425086,121.2,LOC105374334,uncharacterized LOC105374334
5456,5897,105373877,0.0462,0.0118,0.7303,-2.518491,-1.8393242,18.29,DIRC3-AS1,DIRC3 antisense RNA 1
5457,5898,100113386,0.0462,0.0118,0.2236,-2.51818,-0.5631609,88.54,UCKL1-AS1,UCKL1 antisense RNA 1
5459,5900,1565,0.0462,0.0118,0.3024,-2.518057,-0.7613596,181.24,CYP2D6,cytochrome P450 family 2 subfamily D member 6
5460,5901,9353,0.0463,0.0118,0.267,-2.517648,-0.6721857,3037.21,SLIT2,slit guidance ligand 2
5464,5906,84668,0.0465,0.0119,0.4366,-2.515873,-1.0983942,1198.91,HYCC1,hyccin PI4KA lipid kinase complex subunit 1
5467,5911,693139,0.0466,0.0119,0.8073,-2.514791,-2.03017,43.47,MIR554,microRNA 554
5468,5912,107984036,0.0466,0.0119,0.2136,-2.514539,-0.5370239,160.88,RAB33B-AS1,RAB33B antisense RNA 1
5469,5913,2908,0.0467,0.0119,0.2398,-2.513762,-0.6026971,6621.46,NR3C1,nuclear receptor subfamily 3 group C member 1
5471,5915,115572,0.0468,0.012,0.5906,-2.512544,-1.4839763,187.09,TENT5B,terminal nucleotidyltransferase 5B
5473,5917,105372097,0.0469,0.012,0.549,-2.511876,-1.3790183,39.64,ST8SIA5-DT,ST8SIA5 divergent transcript
5474,5918,102723555,0.0469,0.012,0.2392,-2.51166,-0.6007641,71.55,SPDYE16,speedy/RINGO cell cycle regulator family member E16
5475,5920,574508,0.0471,0.0121,0.5826,-2.51061,-1.4625599,9.92,MIR505,microRNA 505
5476,5921,9480,0.0471,0.0121,0.583,-2.510456,-1.4635416,20.71,ONECUT2,one cut homeobox 2
5478,5925,7561,0.0472,0.0121,0.2333,-2.509104,-0.5853901,708.97,ZNF14,zinc finger protein 14
5479,5926,7075,0.0473,0.0121,0.2644,-2.508563,-0.6631398,646.58,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
5480,5927,2752,0.0473,0.0121,0.2619,-2.508727,-0.657083,27196.84,GLUL,glutamate-ammonia ligase
5481,5928,102524628,0.0473,0.0121,0.6432,-2.508591,-1.6134505,13.45,RASGRF2-AS1,RASGRF2 antisense RNA 1
5483,5930,4674,0.0473,0.0121,0.365,-2.508587,-0.9155886,287.97,NAP1L2,nucleosome assembly protein 1 like 2
5486,5935,85460,0.0474,0.0122,0.3216,-2.506962,-0.80619,1735.13,ZNF518B,zinc finger protein 518B
5487,5937,5080,0.0475,0.0122,0.5737,-2.506104,-1.4377087,29.42,PAX6,paired box 6
5488,5938,107985532,0.0475,0.0122,0.5098,-2.506157,-1.277638,36.98,LOC107985532,uncharacterized LOC107985532
5489,5939,79825,0.0475,0.0122,0.4401,-2.505901,-1.1028336,64.53,EFCC1,EF-hand and coiled-coil domain containing 1
5492,5944,51086,0.0477,0.0123,0.4005,-2.504283,-1.002989,84.74,TNNI3K,TNNI3 interacting kinase
5493,5946,101929066,0.0477,0.0123,0.3851,-2.503898,-0.9643713,100.51,ASAH1-AS1,ASAH1 antisense RNA 1
5495,5948,282973,0.0477,0.0123,0.5275,-2.5039,-1.3207928,48.22,JAKMIP3,Janus kinase and microtubule interacting protein 3
5496,5949,101929248,0.0478,0.0123,0.4076,-2.503709,-1.0205956,66.81,LOC101929248,uncharacterized LOC101929248
5497,5950,101929754,0.0478,0.0123,0.3943,-2.503457,-0.9871385,101.37,ZBTB20-AS5,ZBTB20 antisense RNA 5
5498,5951,107986414,0.0479,0.0123,0.7976,-2.502705,-1.9960635,17.47,LOC107986414,uncharacterized LOC107986414
5500,5953,106144532,0.0479,0.0123,0.4171,-2.502599,-1.0437455,31.93,ARF4-AS1,ARF4 antisense RNA 1
5503,5957,105377110,0.0481,0.0124,0.4219,-2.500842,-1.0552102,48.07,CFAP20DC-DT,CFAP20DC divergent transcript
5504,5958,105369154,0.0481,0.0124,0.2108,-2.500851,-0.5272216,388.85,PKD1P6-NPIPP1,PKD1P6-NPIPP1 readthrough
5505,5959,383,0.0481,0.0124,0.4266,-2.500587,-1.0668143,43.54,ARG1,arginase 1
5506,5960,22844,0.0482,0.0124,0.8234,-2.500068,-2.0585792,25.11,FRMPD1,FERM and PDZ domain containing 1
5507,5962,105379028,0.0482,0.0124,0.4517,-2.499818,-1.1292691,56.66,LOC105379028,uncharacterized LOC105379028
5508,5963,105371789,0.0482,0.0124,0.4006,-2.499754,-1.0014718,52.35,LOC105371789,uncharacterized LOC105371789
5510,5965,202500,0.0482,0.0124,0.4938,-2.499227,-1.2341028,14.67,TCTE1,t-complex-associated-testis-expressed 1
5511,5966,283624,0.0483,0.0125,0.3149,-2.498812,-0.786893,871.21,LINC00641,long intergenic non-protein coding RNA 641
5513,5968,79742,0.0483,0.0125,0.2761,-2.498808,-0.6899042,502.18,DIPK2B,divergent protein kinase domain 2B
5514,5969,115560,0.0483,0.0125,0.2792,-2.498347,-0.6974179,200.37,ZNF501,zinc finger protein 501
5516,5972,6340,0.0483,0.0125,0.4579,-2.49817,-1.1439367,396.55,SCNN1G,sodium channel epithelial 1 subunit gamma
5518,5974,50940,0.0484,0.0125,0.3957,-2.497845,-0.9883966,248.32,PDE11A,phosphodiesterase 11A
5520,5979,611,0.0485,0.0125,0.3141,-2.496523,-0.7840552,48.51,OPN1SW,"opsin 1, short wave sensitive"
5522,5981,101929595,0.0486,0.0126,0.3396,-2.495793,-0.8475363,434.56,CYP2U1-AS1,CYP2U1 and SGMS2 antisense RNA 1
5523,5982,26011,0.0487,0.0126,0.2802,-2.49499,-0.6991534,2964.99,TENM4,teneurin transmembrane protein 4
5526,5986,192668,0.0488,0.0126,0.4545,-2.494098,-1.1334965,94.68,CYS1,cystin 1
5527,5988,729747,0.0488,0.0126,0.4216,-2.493754,-1.0513633,32.42,ZNF878,zinc finger protein 878
5528,5989,101928105,0.0489,0.0127,0.5374,-2.49299,-1.3396878,19.98,LOC101928105,uncharacterized LOC101928105
5530,5991,3242,0.0489,0.0127,0.3901,-2.492649,-0.972376,27.54,HPD,4-hydroxyphenylpyruvate dioxygenase
5533,5995,10570,0.0491,0.0127,0.7497,-2.491487,-1.867986,20.66,DPYSL4,dihydropyrimidinase like 4
5534,5996,25859,0.0491,0.0127,0.5712,-2.490815,-1.4226625,29.69,PART1,prostate androgen-regulated transcript 1
5535,5997,100507062,0.0492,0.0128,0.3139,-2.490544,-0.7817719,305.77,PSMD6-AS2,PSMD6 antisense RNA 2
5536,5998,100131814,0.0492,0.0128,0.421,-2.490307,-1.0483543,208.22,AHI1-DT,AHI1 divergent transcript
5541,6005,57061,0.0493,0.0128,0.4781,-2.489155,-1.1900388,53.27,HYMAI,hydatidiform mole associated and imprinted
5542,6009,51057,0.0494,0.0129,0.2172,-2.487821,-0.5404744,1040.27,WDPCP,WD repeat containing planar cell polarity effector
5543,6012,102724528,0.0495,0.0129,0.3933,-2.48739,-0.9783672,66.99,LOC102724528,uncharacterized LOC102724528
5545,6014,374987,0.0495,0.0129,0.4142,-2.486744,-1.0300831,38.88,NEXN-AS1,NEXN antisense RNA 1
5546,6015,57165,0.0495,0.0129,0.4228,-2.486676,-1.051294,30.4,GJC2,gap junction protein gamma 2
5547,6016,144608,0.0495,0.0129,0.2594,-2.486619,-0.6449614,151.08,C12orf60,chromosome 12 open reading frame 60
5554,6026,55809,0.0497,0.013,0.5302,-2.484845,-1.3173607,547.9,TRERF1,transcriptional regulating factor 1
5555,6029,105378756,0.0498,0.013,0.5579,-2.483749,-1.3856292,20.94,FGGY-DT,FGGY divergent transcript
5556,6030,93034,0.0498,0.013,0.3672,-2.483757,-0.9120326,48.79,NT5C1B,"5'-nucleotidase, cytosolic IB"
5560,6035,1028,0.0501,0.0131,0.4377,-2.481694,-1.0861936,134.77,CDKN1C,cyclin dependent kinase inhibitor 1C
5561,6036,6528,0.0501,0.0131,1.2184,-2.481479,-3.0233195,130.17,SLC5A5,solute carrier family 5 member 5
5562,6037,101927067,0.0501,0.0131,0.61,-2.481152,-1.5135309,12.85,LINC01607,long intergenic non-protein coding RNA 1607
5563,6038,100505975,0.0502,0.0131,0.5192,-2.480889,-1.2880096,16.15,ENO1-AS1,ENO1 antisense RNA 1
5565,6043,107986659,0.0503,0.0131,0.4824,-2.479868,-1.1961781,94.01,LOC107986659,uncharacterized LOC107986659
5568,6047,105374029,0.0503,0.0132,0.6256,-2.479679,-1.5512642,29.52,LOC105374029,uncharacterized LOC105374029
5569,6048,349565,0.0504,0.0132,0.4374,-2.478736,-1.0841467,400.64,NMNAT3,nicotinamide nucleotide adenylyltransferase 3
5570,6049,107985010,0.0505,0.0132,0.4058,-2.478272,-1.0057587,37.5,LOC107985010,replaced by ID 57690
5577,6057,91624,0.0507,0.0133,0.2127,-2.47595,-0.5266372,1010.55,NEXN,nexilin F-actin binding protein
5578,6058,127495,0.0508,0.0133,0.2158,-2.475643,-0.5342663,143.72,LRRC39,leucine rich repeat containing 39
5581,6063,136853,0.0509,0.0134,0.4565,-2.474056,-1.1292975,92.67,SSC4D,scavenger receptor cysteine rich family member with 4 domains
5583,6067,692084,0.051,0.0134,1.141,-2.473059,-2.8217731,20.75,SNORD13,"small nucleolar RNA, C/D box 13"
5589,6074,107987234,0.0513,0.0135,0.4104,-2.47114,-1.0141888,322.15,LOC107987234,uncharacterized LOC107987234
5592,6078,102724672,0.0514,0.0135,0.453,-2.470083,-1.1190493,328.5,LOC102724672,uncharacterized LOC102724672
5593,6079,4553,0.0514,0.0135,0.6432,-2.470061,-1.5886805,10.25,TRNA,tRNA-Ala
5595,6081,105370524,0.0514,0.0135,0.2333,-2.4695,-0.5760689,69.9,PCNX4-DT,PCNX4 divergent transcript
5596,6082,107986434,0.0514,0.0135,0.5384,-2.469435,-1.3295582,14.38,LOC107986434,uncharacterized LOC107986434
5598,6084,137872,0.0514,0.0135,0.2962,-2.469272,-0.7314968,348.47,ADHFE1,alcohol dehydrogenase iron containing 1
5599,6087,653061,0.0515,0.0136,0.4923,-2.468519,-1.2152735,37.97,GOLGA8S,golgin A8 family member S
5600,6088,161497,0.0516,0.0136,0.4398,-2.467991,-1.0853616,28.49,STRC,stereocilin
5603,6091,105378753,0.0518,0.0136,0.3996,-2.466705,-0.9856202,93.61,LINC02777,long intergenic non-protein coding RNA 2777
5605,6093,109136578,0.0518,0.0136,0.4977,-2.466621,-1.2276954,59.8,MASCRNA,MALAT1-associated small cytoplasmic RNA
5606,6094,144481,0.0518,0.0136,0.5299,-2.46638,-1.3070465,15.73,SOCS2-AS1,SOCS2 antisense RNA 1
5608,6098,5909,0.0518,0.0137,0.537,-2.465654,-1.3241237,4192.79,RAP1GAP,RAP1 GTPase activating protein
5609,6099,53335,0.0519,0.0137,0.7694,-2.46498,-1.8965377,373.73,BCL11A,BCL11 transcription factor A
5610,6101,677847,0.052,0.0137,0.2598,-2.464179,-0.6403144,57.51,SNORA81,"small nucleolar RNA, H/ACA box 81"
5611,6102,100289495,0.0521,0.0137,0.3948,-2.463877,-0.9727912,64.87,LOC100289495,uncharacterized LOC100289495
5612,6104,101928337,0.0521,0.0138,0.4395,-2.463481,-1.0827201,1173.45,PTCSC2,papillary thyroid carcinoma susceptibility candidate 2
5613,6105,7568,0.0521,0.0138,0.2425,-2.463501,-0.5973831,172.88,ZNF20,zinc finger protein 20
5614,6106,2100,0.0521,0.0138,0.4457,-2.463262,-1.0979556,188.81,ESR2,estrogen receptor 2
5616,6109,101928555,0.0522,0.0138,0.61,-2.462595,-1.5022474,17.09,LINC01537,long intergenic non-protein coding RNA 1537
5617,6110,105370939,0.0522,0.0138,0.6155,-2.462313,-1.5155898,11.75,LOC105370939,uncharacterized LOC105370939
5618,6111,4499,0.0522,0.0138,0.9027,-2.462267,-2.2226782,35.44,MT1M,metallothionein 1M
5620,6113,79974,0.0523,0.0138,0.4477,-2.461486,-1.1020651,594.24,CPED1,cadherin like and PC-esterase domain containing 1
5623,6119,347733,0.0525,0.0139,0.5899,-2.460202,-1.4512816,46.97,TUBB2B,tubulin beta 2B class IIb
5625,6122,101928474,0.0525,0.0139,1.2332,-2.459372,-3.032921,16.14,LOC101928474,uncharacterized LOC101928474
5626,6125,170575,0.0525,0.0139,0.5551,-2.459255,-1.3651891,235.2,GIMAP1,"GTPase, IMAP family member 1"
5628,6128,441631,0.0526,0.0139,0.485,-2.458884,-1.1926521,275.79,TSPAN11,tetraspanin 11
5630,6130,286133,0.0527,0.014,1.4079,-2.458029,-3.4607201,511.94,SCARA5,scavenger receptor class A member 5
5631,6131,283120,0.0527,0.014,0.7504,-2.457978,-1.8445812,180.04,H19,H19 imprinted maternally expressed transcript
5636,6136,105370170,0.0529,0.014,0.4413,-2.456467,-1.0840228,53.96,LOC105370170,uncharacterized LOC105370170
5637,6137,8555,0.0529,0.014,0.265,-2.456401,-0.6508301,2047.14,CDC14B,cell division cycle 14B
5638,6139,7292,0.0529,0.0141,0.3019,-2.455809,-0.7414874,949.26,TNFSF4,TNF superfamily member 4
5640,6143,84288,0.053,0.0141,0.4602,-2.455295,-1.1298968,1137.1,EFCAB2,EF-hand calcium binding domain 2
5642,6145,282808,0.053,0.0141,0.4537,-2.455131,-1.1139566,25.92,RAB40AL,RAB40A like
5643,6146,554225,0.0531,0.0141,0.4812,-2.454405,-1.1810441,27.8,STRCP1,stereocilin pseudogene 1
5645,6148,26507,0.0532,0.0141,0.806,-2.453477,-1.9775171,15.63,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1
5647,6150,26353,0.0532,0.0142,0.6124,-2.453079,-1.5023466,1106.97,HSPB8,heat shock protein family B (small) member 8
5649,6152,100873856,0.0533,0.0142,0.4802,-2.452567,-1.1777955,23.17,SNORD116-30,"small nucleolar RNA, C/D box 116-30"
5652,6157,145282,0.0535,0.0143,0.3064,-2.450862,-0.7509656,708.56,MIPOL1,mirror-image polydactyly 1
5655,6162,79170,0.0536,0.0143,0.4789,-2.449662,-1.1730493,1167.71,PRR15L,proline rich 15 like
5656,6163,22832,0.0537,0.0143,0.2586,-2.449189,-0.6334253,700.15,CEP162,centrosomal protein 162
5657,6164,112268433,0.0537,0.0143,0.7229,-2.449006,-1.7703282,46.48,LOC112268433,uncharacterized LOC112268433
5663,6172,100505679,0.0539,0.0144,0.5018,-2.447386,-1.2280263,40.72,UBE2Q2P16,UBE2Q2 pseudogene 16
5664,6174,102723350,0.0539,0.0144,0.5444,-2.447209,-1.3323067,13.45,LINC02636,long intergenic non-protein coding RNA 2636
5667,6177,101926934,0.054,0.0144,0.6951,-2.44632,-1.7003672,13.17,TDRD6-AS1,TDRD6 and SLC25A27 antisense RNA 1
5668,6178,100616270,0.054,0.0144,0.607,-2.446228,-1.484775,8.02,MIR4651,microRNA 4651
5669,6179,23629,0.054,0.0144,0.4578,-2.446023,-1.1198217,89.93,BRD7P3,bromodomain containing 7 pseudogene 3
5672,6183,646588,0.0541,0.0145,1.2388,-2.445229,-3.0291465,18.29,LINC03007,long intergenic non-protein coding RNA 3007
5674,6185,105377540,0.0542,0.0145,0.5162,-2.444829,-1.2620598,16.45,SAP30-DT,SAP30 divergent transcript
5675,6186,320,0.0542,0.0145,0.47,-2.444665,-1.1488759,301.97,APBA1,amyloid beta precursor protein binding family A member 1
5676,6190,729475,0.0542,0.0145,1.2143,-2.444097,-2.9678063,16.41,RAD51AP2,RAD51 associated protein 2
5677,6191,348807,0.0543,0.0145,0.3859,-2.443868,-0.9430697,53.93,CFAP100,cilia and flagella associated protein 100
5678,6193,27289,0.0543,0.0145,0.9379,-2.443729,-2.2919581,269.61,RND1,Rho family GTPase 1
5685,6206,9209,0.0547,0.0147,0.2082,-2.440175,-0.5080874,1071.16,LRRFIP2,LRR binding FLII interacting protein 2
5686,6207,100129203,0.0547,0.0147,0.5184,-2.440282,-1.2651621,74.44,LOC100129203,uncharacterized LOC100129203
5687,6208,105370174,0.0547,0.0147,0.2883,-2.440241,-0.7035408,73.14,LOC105370174,uncharacterized LOC105370174
5690,6211,26278,0.0548,0.0147,0.3893,-2.43889,-0.9495543,1378.7,SACS,sacsin molecular chaperone
5693,6215,130271,0.055,0.0148,0.3005,-2.43758,-0.7325889,613.75,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2"
5694,6216,100288072,0.055,0.0148,0.4729,-2.437484,-1.1526612,25.23,SDR42E2,"short chain dehydrogenase/reductase family 42E, member 2"
5698,6222,84460,0.0553,0.0149,0.3544,-2.435459,-0.8630635,1854.99,ZMAT1,zinc finger matrin-type 1
5700,6224,25992,0.0553,0.0149,0.257,-2.43501,-0.6258691,2089.35,SNED1,"sushi, nidogen and EGF like domains 1"
5701,6225,221037,0.0554,0.0149,0.227,-2.434564,-0.5526067,6143.14,JMJD1C,jumonji domain containing 1C
5703,6227,107985363,0.0554,0.0149,1.0286,-2.434367,-2.5039133,53.19,LOC107985363,uncharacterized LOC107985363
5706,6231,5577,0.0556,0.015,0.4789,-2.432796,-1.16497,179.08,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
5707,6232,105377619,0.0556,0.015,0.738,-2.432348,-1.7950995,21.48,LOC105377619,uncharacterized LOC105377619
5708,6233,158399,0.0556,0.015,0.3486,-2.432388,-0.8479138,7696.75,ZNF483,zinc finger protein 483
5711,6236,406882,0.0557,0.015,0.487,-2.43166,-1.1841162,20.4,MIRLET7A2,microRNA let-7a-2
5714,6243,1946,0.0559,0.0151,0.6749,-2.429859,-1.6399643,243.58,EFNA5,ephrin A5
5717,6246,29850,0.056,0.0151,0.4154,-2.429421,-1.0090791,36.68,TRPM5,transient receptor potential cation channel subfamily M member 5
5718,6249,105371060,0.056,0.0151,0.4987,-2.429014,-1.2114298,13.31,LOC105371060,uncharacterized LOC105371060
5719,6250,116843,0.056,0.0152,0.2277,-2.428529,-0.553056,742.83,SLC18B1,solute carrier family 18 member B1
5721,6252,7026,0.056,0.0152,0.3418,-2.428703,-0.8300489,917.52,NR2F2,nuclear receptor subfamily 2 group F member 2
5723,6254,101669766,0.056,0.0152,0.4328,-2.428631,-1.0510535,50.68,ZNF350-AS1,ZNF350 antisense RNA 1
5725,6256,693128,0.0561,0.0152,0.7023,-2.428202,-1.7052921,7.56,MIR548B,microRNA 548b
5732,6263,84168,0.0562,0.0152,0.4402,-2.427068,-1.0683031,5392.94,ANTXR1,ANTXR cell adhesion molecule 1
5734,6266,107984406,0.0562,0.0152,0.5472,-2.426606,-1.3278948,16.43,LOC107984406,uncharacterized LOC107984406
5735,6267,9936,0.0563,0.0153,0.2092,-2.425906,-0.507504,921.04,CD302,CD302 molecule
5739,6272,105369929,0.0565,0.0153,0.6961,-2.424329,-1.6875044,25.54,LINC02409,long intergenic non-protein coding RNA 2409
5742,6275,107986206,0.0567,0.0154,0.311,-2.422941,-0.7534522,142.51,LRP2BP-AS1,LRP2BP antisense RNA 1
5743,6277,6662,0.0568,0.0154,0.2743,-2.422161,-0.6642818,1579.94,SOX9,SRY-box transcription factor 9
5749,6286,101927111,0.057,0.0155,0.3944,-2.420599,-0.9547359,239.54,SUCLG2-DT,SUCLG2 divergent transcript
5750,6288,107986655,0.0571,0.0155,0.6254,-2.419814,-1.5133987,101.05,HIVEP2-DT,HIVEP2 divergent transcript
5751,6289,93164,0.0571,0.0155,0.3148,-2.419681,-0.7615991,302.06,HTR7P1,5-hydroxytryptamine receptor 7 pseudogene 1
5752,6290,105371251,0.0571,0.0155,0.4525,-2.419526,-1.0948068,42.43,LOC105371251,uncharacterized LOC105371251
5753,6291,10388,0.0571,0.0155,0.5419,-2.419547,-1.3110839,131.71,SYCP2,synaptonemal complex protein 2
5754,6292,105375879,0.0571,0.0156,0.9564,-2.419302,-2.3137199,11.83,LOC105375879,uncharacterized LOC105375879
5757,6295,10216,0.0572,0.0156,0.28,-2.418835,-0.6772152,92.98,PRG4,proteoglycan 4
5758,6296,6674,0.0573,0.0156,0.3904,-2.418198,-0.9440836,268.73,SPAG1,sperm associated antigen 1
5759,6297,56967,0.0573,0.0156,0.4416,-2.418099,-1.0679055,259.74,C14orf132,chromosome 14 open reading frame 132
5760,6298,54206,0.0573,0.0156,0.241,-2.417885,-0.5827948,4892.35,ERRFI1,ERBB receptor feedback inhibitor 1
5761,6302,114088,0.0574,0.0156,0.6922,-2.417254,-1.6733294,31.13,TRIM9,tripartite motif containing 9
5762,6305,152877,0.0575,0.0157,0.4474,-2.416483,-1.0811566,181.55,FAM53A,family with sequence similarity 53 member A
5764,6308,145270,0.0575,0.0157,0.7142,-2.416288,-1.7257093,50.66,PRIMA1,proline rich membrane anchor 1
5766,6311,89792,0.0576,0.0157,0.4803,-2.415176,-1.1599911,149.45,GAL3ST3,galactose-3-O-sulfotransferase 3
5767,6313,337876,0.0577,0.0157,0.3771,-2.414792,-0.9105195,269.37,CHSY3,chondroitin sulfate synthase 3
5769,6317,7466,0.0577,0.0158,0.362,-2.414077,-0.8738552,993.57,WFS1,wolframin ER transmembrane glycoprotein
5771,6319,6554,0.0577,0.0158,0.345,-2.413869,-0.8327915,158.27,SLC10A1,solute carrier family 10 member 1
5772,6320,161882,0.0578,0.0158,0.2387,-2.413356,-0.5760387,169.25,ZFPM1,"zinc finger protein, FOG family member 1"
5773,6321,117,0.0579,0.0158,0.5536,-2.412946,-1.3358329,142.56,ADCYAP1R1,ADCYAP receptor type I
5776,6325,3727,0.058,0.0159,0.5078,-2.411985,-1.2249127,1173.86,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit"
5777,6326,2770,0.058,0.0159,0.3959,-2.41191,-0.9548103,572.11,GNAI1,G protein subunit alpha i1
5779,6328,6653,0.058,0.0159,0.2964,-2.411579,-0.7148053,7846.3,SORL1,sortilin related receptor 1
5781,6330,2187,0.058,0.0159,0.3755,-2.411493,-0.9054507,136.96,FANCB,FA complementation group B
5782,6331,101929285,0.0581,0.0159,0.2874,-2.411024,-0.6929034,677.62,LOC101929285,uncharacterized LOC101929285
5783,6332,729648,0.0581,0.0159,0.4734,-2.410695,-1.1411398,25.63,ZNF812P,"zinc finger protein 812, pseudogene"
5786,6335,10693,0.0583,0.016,0.3376,-2.409781,-0.8135732,168.77,CCT6B,chaperonin containing TCP1 subunit 6B
5790,6339,105372069,0.0585,0.016,0.3914,-2.408204,-0.9426837,50.39,LOC105372069,uncharacterized LOC105372069
5791,6340,10408,0.0585,0.016,0.823,-2.407971,-1.981646,14.99,MYCNOS,MYCN opposite strand
5792,6342,9311,0.0586,0.0161,0.397,-2.407403,-0.9557594,25.82,ASIC3,acid sensing ion channel subunit 3
5799,6353,85464,0.0587,0.0161,0.3041,-2.405699,-0.7314784,3313.21,SSH2,slingshot protein phosphatase 2
5804,6361,101927777,0.0589,0.0162,0.6297,-2.404109,-1.5138364,49.81,SATB1-AS1,SATB1 antisense RNA 1
5805,6362,102465485,0.059,0.0162,0.4301,-2.403753,-1.0339059,42.81,MIR6809,microRNA 6809
5806,6364,101928812,0.059,0.0163,0.5909,-2.403239,-1.4200645,29.73,LINC02696,long intergenic non-protein coding RNA 2696
5807,6365,105372055,0.059,0.0163,0.449,-2.403231,-1.0790416,784.97,LOC105372055,uncharacterized LOC105372055
5808,6366,134145,0.059,0.0163,0.2106,-2.403115,-0.5060689,708.16,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase
5809,6368,646652,0.0591,0.0163,0.2844,-2.402692,-0.6833298,531.96,LOC646652,integral membrane glycoprotein-like pseudogene
5810,6369,386627,0.0591,0.0163,0.4087,-2.402646,-0.9819785,286.82,SAP30L-AS1,SAP30L antisense RNA 1 (head to head)
